observation_id,origin,destination,route,airline,travel_date,search_date,search_time,search_hour,lead_time,lead_time_days,fare_class,base_fare,taxes,fees,total_fare,availability,usable_for_index,source,timestamp,year,month,week,day_of_week,travel_month,route_median_fare,fare_deviation_pct,fare_consistency_flag,validation_status,validation_reason,duplicate_flag,outlier_flag
A0089,MAA,DEL,MAA-DEL,Air India Express,2026-09-06,2026-09-05,13:52,13,T+1,1,Economy,6644,1163,137,7944,AVAILABLE,True,Sample Data,2026-09-05 13:52:00,2026,9,36,Sunday,2026-09,7393.0,7.45,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0090,DEL,CCU,DEL-CCU,IndiGo,2026-10-05,2026-09-05,22:09,22,T+30,30,Economy,5467,1150,278,6895,AVAILABLE,True,Sample Data,2026-09-05 22:09:00,2026,10,41,Monday,2026-10,6581.5,4.76,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0091,DEL,CCU,DEL-CCU,Air India,2026-10-20,2026-09-05,17:49,17,T+45,45,Economy,7828,776,207,8811,AVAILABLE,True,Sample Data,2026-09-05 17:49:00,2026,10,43,Tuesday,2026-10,6581.5,33.88,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0092,DEL,CCU,DEL-CCU,Akasa Air,2026-10-05,2026-09-05,07:53,7,T+30,30,Economy,8488,1106,118,9712,AVAILABLE,True,Sample Data,2026-09-05 07:53:00,2026,10,41,Monday,2026-10,6581.5,47.57,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0093,DEL,BOM,DEL-BOM,Air India Express,2026-10-05,2026-09-05,12:21,12,T+30,30,Economy,4497,975,195,5667,AVAILABLE,True,Sample Data,2026-09-05 12:21:00,2026,10,41,Monday,2026-10,7207.0,-21.37,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0094,DEL,BOM,DEL-BOM,Akasa Air,2026-09-20,2026-09-05,08:21,8,T+15,15,Economy,3989,999,104,5092,AVAILABLE,True,Sample Data,2026-09-05 08:21:00,2026,9,38,Sunday,2026-09,7207.0,-29.35,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0095,BOM,BLR,BOM-BLR,SpiceJet,2026-09-20,2026-09-05,02:15,2,T+15,15,Economy,7053,510,182,7745,SOLD_OUT,False,Sample Data,2026-09-05 02:15:00,2026,9,38,Sunday,2026-09,6133.5,26.27,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0096,MAA,DEL,MAA-DEL,Akasa Air,2026-10-05,2026-09-05,22:31,22,T+30,30,Economy,7048,746,226,8020,AVAILABLE,True,Sample Data,2026-09-05 22:31:00,2026,10,41,Monday,2026-10,7393.0,8.48,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0097,DEL,CCU,DEL-CCU,IndiGo,2026-09-06,2026-09-05,09:42,9,T+1,1,Economy,4910,726,153,5789,AVAILABLE,True,Sample Data,2026-09-05 09:42:00,2026,9,36,Sunday,2026-09,6581.5,-12.04,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0098,BLR,HYD,BLR-HYD,Air India Express,2026-10-05,2026-09-05,23:35,23,T+30,30,Economy,7034,1043,138,8215,AVAILABLE,True,Sample Data,2026-09-05 23:35:00,2026,10,41,Monday,2026-10,6792.5,20.94,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0099,BOM,BLR,BOM-BLR,Air India Express,2026-10-05,2026-09-05,23:12,23,T+30,30,Economy,4719,813,114,5646,AVAILABLE,True,Sample Data,2026-09-05 23:12:00,2026,10,41,Monday,2026-10,6133.5,-7.95,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0100,BOM,BLR,BOM-BLR,IndiGo,2026-10-20,2026-09-05,15:17,15,T+45,45,Economy,8743,689,99,9531,AVAILABLE,True,Sample Data,2026-09-05 15:17:00,2026,10,43,Tuesday,2026-10,6133.5,55.39,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0101,MAA,DEL,MAA-DEL,SpiceJet,2026-10-20,2026-09-05,09:14,9,T+45,45,Economy,7388,789,75,8252,AVAILABLE,True,Sample Data,2026-09-05 09:14:00,2026,10,43,Tuesday,2026-10,7393.0,11.62,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0102,BOM,BLR,BOM-BLR,Air India,2026-09-20,2026-09-05,01:35,1,T+15,15,Economy,2615,1046,82,3743,AVAILABLE,True,Sample Data,2026-09-05 01:35:00,2026,9,38,Sunday,2026-09,6133.5,-38.97,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0103,BOM,BLR,BOM-BLR,Air India,2026-10-05,2026-09-05,15:28,15,T+30,30,Economy,3340,512,196,4048,AVAILABLE,True,Sample Data,2026-09-05 15:28:00,2026,10,41,Monday,2026-10,6133.5,-34.0,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0104,BOM,BLR,BOM-BLR,Air India,2026-09-06,2026-09-05,12:31,12,T+1,1,Economy,4568,989,79,5636,AVAILABLE,True,Sample Data,2026-09-05 12:31:00,2026,9,36,Sunday,2026-09,6133.5,-8.11,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0105,DEL,BOM,DEL-BOM,SpiceJet,2026-09-06,2026-09-05,09:05,9,T+1,1,Economy,3742,652,257,4651,AVAILABLE,True,Sample Data,2026-09-05 09:05:00,2026,9,36,Sunday,2026-09,7207.0,-35.47,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0106,DEL,BLR,DEL-BLR,IndiGo,2026-10-20,2026-09-05,19:14,19,T+45,45,Economy,8762,926,205,9893,AVAILABLE,True,Sample Data,2026-09-05 19:14:00,2026,10,43,Tuesday,2026-10,6927.0,42.82,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0107,BLR,HYD,BLR-HYD,Akasa Air,2026-10-05,2026-09-05,13:19,13,T+30,30,Economy,6126,804,270,7200,AVAILABLE,True,Sample Data,2026-09-05 13:19:00,2026,10,41,Monday,2026-10,6792.5,6.0,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0108,BLR,HYD,BLR-HYD,SpiceJet,2026-09-06,2026-09-05,20:13,20,T+1,1,Economy,7494,601,292,8387,AVAILABLE,True,Sample Data,2026-09-05 20:13:00,2026,9,36,Sunday,2026-09,6792.5,23.47,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0109,BOM,BLR,BOM-BLR,IndiGo,2026-09-12,2026-09-05,00:26,0,T+7,7,Economy,4464,677,191,5332,AVAILABLE,True,Sample Data,2026-09-05 00:26:00,2026,9,37,Saturday,2026-09,6133.5,-13.07,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0110,DEL,CCU,DEL-CCU,SpiceJet,2026-10-05,2026-09-05,09:44,9,T+30,30,Economy,4885,533,109,5527,AVAILABLE,True,Sample Data,2026-09-05 09:44:00,2026,10,41,Monday,2026-10,6581.5,-16.02,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0111,DEL,CCU,DEL-CCU,IndiGo,2026-09-12,2026-09-05,06:27,6,T+7,7,Economy,4667,1140,200,6007,AVAILABLE,True,Sample Data,2026-09-05 06:27:00,2026,9,37,Saturday,2026-09,6581.5,-8.73,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0112,DEL,BOM,DEL-BOM,SpiceJet,2026-09-12,2026-09-05,04:04,4,T+7,7,Economy,7805,652,282,8739,AVAILABLE,True,Sample Data,2026-09-05 04:04:00,2026,9,37,Saturday,2026-09,7207.0,21.26,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0113,DEL,BOM,DEL-BOM,Air India,2026-09-20,2026-09-05,03:29,3,T+15,15,Economy,7374,1082,285,8741,AVAILABLE,True,Sample Data,2026-09-05 03:29:00,2026,9,38,Sunday,2026-09,7207.0,21.28,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0114,MAA,DEL,MAA-DEL,Air India Express,2026-10-05,2026-09-05,02:38,2,T+30,30,Economy,4730,1012,188,5930,AVAILABLE,True,Sample Data,2026-09-05 02:38:00,2026,10,41,Monday,2026-10,7393.0,-19.79,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0115,DEL,BOM,DEL-BOM,Akasa Air,2026-09-20,2026-09-05,21:53,21,T+15,15,Economy,7445,756,56,8257,AVAILABLE,True,Sample Data,2026-09-05 21:53:00,2026,9,38,Sunday,2026-09,7207.0,14.57,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0116,BLR,HYD,BLR-HYD,SpiceJet,2026-09-06,2026-09-05,01:48,1,T+1,1,Economy,8764,1188,260,10212,AVAILABLE,True,Sample Data,2026-09-05 01:48:00,2026,9,36,Sunday,2026-09,6792.5,50.34,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0117,DEL,BLR,DEL-BLR,Akasa Air,2026-10-20,2026-09-05,18:27,18,T+45,45,Economy,7837,952,284,9073,AVAILABLE,True,Sample Data,2026-09-05 18:27:00,2026,10,43,Tuesday,2026-10,6927.0,30.98,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0118,MAA,DEL,MAA-DEL,Akasa Air,2026-09-06,2026-09-05,21:06,21,T+1,1,Economy,6350,856,154,7360,AVAILABLE,True,Sample Data,2026-09-05 21:06:00,2026,9,36,Sunday,2026-09,7393.0,-0.45,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0119,DEL,BLR,DEL-BLR,Air India Express,2026-10-05,2026-09-05,12:52,12,T+30,30,Economy,8182,1007,123,9312,AVAILABLE,True,Sample Data,2026-09-05 12:52:00,2026,10,41,Monday,2026-10,6927.0,34.43,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0120,BLR,HYD,BLR-HYD,IndiGo,2026-10-05,2026-09-05,12:55,12,T+30,30,Economy,3221,822,114,4157,AVAILABLE,True,Sample Data,2026-09-05 12:55:00,2026,10,41,Monday,2026-10,6792.5,-38.8,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0121,BLR,HYD,BLR-HYD,IndiGo,2026-10-20,2026-09-05,11:39,11,T+45,45,Economy,6284,923,63,7270,AVAILABLE,True,Sample Data,2026-09-05 11:39:00,2026,10,43,Tuesday,2026-10,6792.5,7.03,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0122,DEL,CCU,DEL-CCU,Akasa Air,2026-09-06,2026-09-05,09:28,9,T+1,1,Economy,4167,773,190,5130,AVAILABLE,True,Sample Data,2026-09-05 09:28:00,2026,9,36,Sunday,2026-09,6581.5,-22.05,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0123,MAA,DEL,MAA-DEL,Akasa Air,2026-09-06,2026-09-05,22:10,22,T+1,1,Economy,2736,1145,205,4086,AVAILABLE,True,Sample Data,2026-09-05 22:10:00,2026,9,36,Sunday,2026-09,7393.0,-44.73,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0124,BOM,BLR,BOM-BLR,SpiceJet,2026-09-06,2026-09-05,03:29,3,T+1,1,Economy,7024,917,73,8014,AVAILABLE,True,Sample Data,2026-09-05 03:29:00,2026,9,36,Sunday,2026-09,6133.5,30.66,VALID,VALID,,UNIQUE,NORMAL
A0125,DEL,BOM,DEL-BOM,Air India,2026-10-05,2026-09-05,13:53,13,T+30,30,Economy,8370,798,180,9348,AVAILABLE,True,Sample Data,2026-09-05 13:53:00,2026,10,41,Monday,2026-10,7207.0,29.71,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0126,DEL,CCU,DEL-CCU,Akasa Air,2026-09-12,2026-09-05,19:32,19,T+7,7,Economy,6241,1064,87,7392,AVAILABLE,True,Sample Data,2026-09-05 19:32:00,2026,9,37,Saturday,2026-09,6581.5,12.31,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0127,MAA,DEL,MAA-DEL,Air India,2026-09-06,2026-09-05,16:17,16,T+1,1,Economy,4763,924,137,5824,SOLD_OUT,False,Sample Data,2026-09-05 16:17:00,2026,9,36,Sunday,2026-09,7393.0,-21.22,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0128,DEL,BOM,DEL-BOM,Air India Express,2026-09-20,2026-09-05,04:28,4,T+15,15,Economy,7308,1093,218,8619,AVAILABLE,True,Sample Data,2026-09-05 04:28:00,2026,9,38,Sunday,2026-09,7207.0,19.59,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0129,BLR,HYD,BLR-HYD,Akasa Air,2026-09-20,2026-09-05,14:59,14,T+15,15,Economy,5223,1065,245,6533,AVAILABLE,True,Sample Data,2026-09-05 14:59:00,2026,9,38,Sunday,2026-09,6792.5,-3.82,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0130,BOM,BLR,BOM-BLR,Air India,2026-09-12,2026-09-05,13:02,13,T+7,7,Economy,7184,892,109,8185,AVAILABLE,True,Sample Data,2026-09-05 13:02:00,2026,9,37,Saturday,2026-09,6133.5,33.45,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0131,BOM,BLR,BOM-BLR,Akasa Air,2026-10-05,2026-09-05,04:31,4,T+30,30,Economy,5662,1179,252,7093,AVAILABLE,True,Sample Data,2026-09-05 04:31:00,2026,10,41,Monday,2026-10,6133.5,15.64,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0132,DEL,BOM,DEL-BOM,Air India,2026-10-20,2026-09-05,14:06,14,T+45,45,Economy,7334,839,272,8445,AVAILABLE,True,Sample Data,2026-09-05 14:06:00,2026,10,43,Tuesday,2026-10,7207.0,17.18,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0133,BLR,HYD,BLR-HYD,Akasa Air,2026-09-06,2026-09-05,04:04,4,T+1,1,Economy,8418,647,154,9219,AVAILABLE,True,Sample Data,2026-09-05 04:04:00,2026,9,36,Sunday,2026-09,6792.5,35.72,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0134,DEL,CCU,DEL-CCU,Air India Express,2026-09-20,2026-09-05,10:54,10,T+15,15,Economy,7605,907,216,8728,AVAILABLE,True,Sample Data,2026-09-05 10:54:00,2026,9,38,Sunday,2026-09,6581.5,32.61,VALID,VALID,,UNIQUE,NORMAL
A0135,MAA,DEL,MAA-DEL,SpiceJet,2026-10-05,2026-09-05,15:55,15,T+30,30,Economy,5094,1141,233,6468,AVAILABLE,True,Sample Data,2026-09-05 15:55:00,2026,10,41,Monday,2026-10,7393.0,-12.51,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0136,BLR,HYD,BLR-HYD,IndiGo,2026-10-20,2026-09-05,09:14,9,T+45,45,Economy,3060,740,211,4011,AVAILABLE,True,Sample Data,2026-09-05 09:14:00,2026,10,43,Tuesday,2026-10,6792.5,-40.95,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0137,MAA,DEL,MAA-DEL,IndiGo,2026-10-05,2026-09-05,14:10,14,T+30,30,Economy,3306,1148,230,4684,AVAILABLE,True,Sample Data,2026-09-05 14:10:00,2026,10,41,Monday,2026-10,7393.0,-36.64,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0138,MAA,DEL,MAA-DEL,Air India Express,2026-09-06,2026-09-05,11:23,11,T+1,1,Economy,2876,832,253,3961,AVAILABLE,True,Sample Data,2026-09-05 11:23:00,2026,9,36,Sunday,2026-09,7393.0,-46.42,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0139,DEL,CCU,DEL-CCU,Air India,2026-09-12,2026-09-05,05:10,5,T+7,7,Economy,6851,921,194,7966,AVAILABLE,True,Sample Data,2026-09-05 05:10:00,2026,9,37,Saturday,2026-09,6581.5,21.04,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0140,DEL,BLR,DEL-BLR,IndiGo,2026-10-20,2026-09-05,18:09,18,T+45,45,Economy,5633,1134,224,6991,AVAILABLE,True,Sample Data,2026-09-05 18:09:00,2026,10,43,Tuesday,2026-10,6927.0,0.92,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0141,DEL,BLR,DEL-BLR,Akasa Air,2026-09-20,2026-09-05,14:57,14,T+15,15,Economy,6264,761,220,7245,AVAILABLE,True,Sample Data,2026-09-05 14:57:00,2026,9,38,Sunday,2026-09,6927.0,4.59,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0142,BOM,BLR,BOM-BLR,SpiceJet,2026-09-12,2026-09-05,18:19,18,T+7,7,Economy,3105,952,291,4348,AVAILABLE,True,Sample Data,2026-09-05 18:19:00,2026,9,37,Saturday,2026-09,6133.5,-29.11,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0143,MAA,DEL,MAA-DEL,Akasa Air,2026-09-20,2026-09-05,15:06,15,T+15,15,Economy,6242,809,100,7151,MISSING,False,Sample Data,2026-09-05 15:06:00,2026,9,38,Sunday,2026-09,7393.0,-3.27,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0144,DEL,BLR,DEL-BLR,Akasa Air,2026-10-20,2026-09-05,09:01,9,T+45,45,Economy,5440,1088,125,6653,MISSING,False,Sample Data,2026-09-05 09:01:00,2026,10,43,Tuesday,2026-10,6927.0,-3.96,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0145,MAA,DEL,MAA-DEL,Akasa Air,2026-09-20,2026-09-05,23:03,23,T+15,15,Economy,2566,1079,271,3916,AVAILABLE,True,Sample Data,2026-09-05 23:03:00,2026,9,38,Sunday,2026-09,7393.0,-47.03,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0146,BLR,HYD,BLR-HYD,Akasa Air,2026-09-20,2026-09-05,07:40,7,T+15,15,Economy,8854,735,205,9794,AVAILABLE,True,Sample Data,2026-09-05 07:40:00,2026,9,38,Sunday,2026-09,6792.5,44.19,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0147,DEL,BLR,DEL-BLR,SpiceJet,2026-09-20,2026-09-05,20:06,20,T+15,15,Economy,8052,1175,224,9451,AVAILABLE,True,Sample Data,2026-09-05 20:06:00,2026,9,38,Sunday,2026-09,6927.0,36.44,VALID,VALID,,UNIQUE,NORMAL
A0148,MAA,DEL,MAA-DEL,IndiGo,2026-09-20,2026-09-05,23:08,23,T+15,15,Economy,8960,951,58,9969,AVAILABLE,True,Sample Data,2026-09-05 23:08:00,2026,9,38,Sunday,2026-09,7393.0,34.84,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0149,DEL,BOM,DEL-BOM,Air India Express,2026-09-20,2026-09-05,17:56,17,T+15,15,Economy,8623,925,94,9642,AVAILABLE,True,Sample Data,2026-09-05 17:56:00,2026,9,38,Sunday,2026-09,7207.0,33.79,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0150,BOM,BLR,BOM-BLR,SpiceJet,2026-10-20,2026-09-05,15:51,15,T+45,45,Economy,4732,668,115,5515,SOLD_OUT,False,Sample Data,2026-09-05 15:51:00,2026,10,43,Tuesday,2026-10,6133.5,-10.08,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0151,BOM,BLR,BOM-BLR,Air India Express,2026-09-06,2026-09-05,07:55,7,T+1,1,Economy,6336,577,86,6999,AVAILABLE,True,Sample Data,2026-09-05 07:55:00,2026,9,36,Sunday,2026-09,6133.5,14.11,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0152,MAA,DEL,MAA-DEL,Akasa Air,2026-10-20,2026-09-05,08:34,8,T+45,45,Economy,5496,592,252,6340,AVAILABLE,True,Sample Data,2026-09-05 08:34:00,2026,10,43,Tuesday,2026-10,7393.0,-14.24,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0153,DEL,BOM,DEL-BOM,Akasa Air,2026-09-20,2026-09-05,20:23,20,T+15,15,Economy,8011,1188,117,9316,AVAILABLE,True,Sample Data,2026-09-05 20:23:00,2026,9,38,Sunday,2026-09,7207.0,29.26,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0154,DEL,BOM,DEL-BOM,Air India,2026-10-05,2026-09-05,10:58,10,T+30,30,Economy,2705,1134,276,4115,SOLD_OUT,False,Sample Data,2026-09-05 10:58:00,2026,10,41,Monday,2026-10,7207.0,-42.9,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0155,BLR,HYD,BLR-HYD,Air India,2026-09-06,2026-09-05,20:26,20,T+1,1,Economy,7705,975,282,8962,AVAILABLE,True,Sample Data,2026-09-05 20:26:00,2026,9,36,Sunday,2026-09,6792.5,31.94,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0156,DEL,BOM,DEL-BOM,Air India,2026-09-06,2026-09-05,07:56,7,T+1,1,Economy,2804,811,176,3791,AVAILABLE,True,Sample Data,2026-09-05 07:56:00,2026,9,36,Sunday,2026-09,7207.0,-47.4,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0157,BLR,HYD,BLR-HYD,Air India,2026-10-05,2026-09-05,22:34,22,T+30,30,Economy,6216,879,221,7316,SOLD_OUT,False,Sample Data,2026-09-05 22:34:00,2026,10,41,Monday,2026-10,6792.5,7.71,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0158,DEL,CCU,DEL-CCU,SpiceJet,2026-09-12,2026-09-05,19:26,19,T+7,7,Economy,5898,1170,75,7143,AVAILABLE,True,Sample Data,2026-09-05 19:26:00,2026,9,37,Saturday,2026-09,6581.5,8.53,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0159,BOM,BLR,BOM-BLR,IndiGo,2026-09-20,2026-09-05,11:06,11,T+15,15,Economy,4279,954,163,5396,SOLD_OUT,False,Sample Data,2026-09-05 11:06:00,2026,9,38,Sunday,2026-09,6133.5,-12.02,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0160,MAA,DEL,MAA-DEL,Air India Express,2026-10-20,2026-09-05,06:07,6,T+45,45,Economy,7782,867,65,8714,AVAILABLE,True,Sample Data,2026-09-05 06:07:00,2026,10,43,Tuesday,2026-10,7393.0,17.87,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0161,DEL,CCU,DEL-CCU,IndiGo,2026-09-12,2026-09-05,01:50,1,T+7,7,Economy,7756,1154,202,9112,MISSING,False,Sample Data,2026-09-05 01:50:00,2026,9,37,Saturday,2026-09,6581.5,38.45,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0162,BOM,BLR,BOM-BLR,Air India,2026-09-12,2026-09-05,17:13,17,T+7,7,Economy,8946,1078,102,10126,AVAILABLE,True,Sample Data,2026-09-05 17:13:00,2026,9,37,Saturday,2026-09,6133.5,65.09,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0163,BLR,HYD,BLR-HYD,Air India,2026-09-12,2026-09-05,00:17,0,T+7,7,Economy,5191,651,251,6093,SOLD_OUT,False,Sample Data,2026-09-05 00:17:00,2026,9,37,Saturday,2026-09,6792.5,-10.3,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0164,DEL,BLR,DEL-BLR,Air India,2026-10-20,2026-09-05,00:08,0,T+45,45,Economy,4553,678,78,5309,AVAILABLE,True,Sample Data,2026-09-05 00:08:00,2026,10,43,Tuesday,2026-10,6927.0,-23.36,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0165,DEL,BOM,DEL-BOM,Air India Express,2026-09-12,2026-09-05,01:08,1,T+7,7,Economy,7323,831,54,8208,AVAILABLE,True,Sample Data,2026-09-05 01:08:00,2026,9,37,Saturday,2026-09,7207.0,13.89,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0166,MAA,DEL,MAA-DEL,Akasa Air,2026-10-20,2026-09-05,11:32,11,T+45,45,Economy,3431,565,171,4167,AVAILABLE,True,Sample Data,2026-09-05 11:32:00,2026,10,43,Tuesday,2026-10,7393.0,-43.64,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0167,BLR,HYD,BLR-HYD,IndiGo,2026-10-05,2026-09-05,23:50,23,T+30,30,Economy,6627,726,292,7645,AVAILABLE,True,Sample Data,2026-09-05 23:50:00,2026,10,41,Monday,2026-10,6792.5,12.55,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0168,MAA,DEL,MAA-DEL,SpiceJet,2026-09-20,2026-09-05,15:54,15,T+15,15,Economy,6252,1158,296,7706,AVAILABLE,True,Sample Data,2026-09-05 15:54:00,2026,9,38,Sunday,2026-09,7393.0,4.23,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0169,DEL,CCU,DEL-CCU,Akasa Air,2026-09-06,2026-09-05,10:38,10,T+1,1,Economy,6516,954,68,7538,AVAILABLE,True,Sample Data,2026-09-05 10:38:00,2026,9,36,Sunday,2026-09,6581.5,14.53,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0170,DEL,BLR,DEL-BLR,IndiGo,2026-09-12,2026-09-05,22:20,22,T+7,7,Economy,4752,1139,212,6103,AVAILABLE,True,Sample Data,2026-09-05 22:20:00,2026,9,37,Saturday,2026-09,6927.0,-11.9,VALID,VALID,,UNIQUE,NORMAL
A0171,DEL,CCU,DEL-CCU,SpiceJet,2026-10-20,2026-09-05,03:50,3,T+45,45,Economy,4915,964,179,6058,AVAILABLE,True,Sample Data,2026-09-05 03:50:00,2026,10,43,Tuesday,2026-10,6581.5,-7.95,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0172,MAA,DEL,MAA-DEL,IndiGo,2026-10-20,2026-09-05,07:26,7,T+45,45,Economy,8405,720,160,9285,AVAILABLE,True,Sample Data,2026-09-05 07:26:00,2026,10,43,Tuesday,2026-10,7393.0,25.59,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0173,BOM,BLR,BOM-BLR,Akasa Air,2026-10-05,2026-09-05,21:16,21,T+30,30,Economy,5907,597,130,6634,AVAILABLE,True,Sample Data,2026-09-05 21:16:00,2026,10,41,Monday,2026-10,6133.5,8.16,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0174,BOM,BLR,BOM-BLR,Air India,2026-10-05,2026-09-05,13:06,13,T+30,30,Economy,3049,593,262,3904,AVAILABLE,True,Sample Data,2026-09-05 13:06:00,2026,10,41,Monday,2026-10,6133.5,-36.35,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0175,MAA,DEL,MAA-DEL,Air India Express,2026-09-12,2026-09-05,17:21,17,T+7,7,Economy,7057,561,200,7818,SOLD_OUT,False,Sample Data,2026-09-05 17:21:00,2026,9,37,Saturday,2026-09,7393.0,5.75,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0176,MAA,DEL,MAA-DEL,IndiGo,2026-10-05,2026-09-05,23:03,23,T+30,30,Economy,5396,1181,290,6867,AVAILABLE,True,Sample Data,2026-09-05 23:03:00,2026,10,41,Monday,2026-10,7393.0,-7.11,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
A0177,BOM,BLR,BOM-BLR,SpiceJet,2026-09-20,2026-09-05,04:42,4,T+15,15,Economy,5380,606,197,6183,AVAILABLE,True,Sample Data,2026-09-05 04:42:00,2026,9,38,Sunday,2026-09,6133.5,0.81,VALID,VALID,,INTRADAY_REPEAT_CHECK,NORMAL
