observation_id,origin,destination,airline,travel_date,search_date,search_time,lead_time,fare_class,base_fare,taxes,fees,total_fare,availability,source,timestamp
A0175,MAA,DEL,Air India Express,2026-09-12,2026-09-05,17:21,T+7,Economy,7057,561,200,7818,SOLD_OUT,Sample Data,2026-09-05 17:21
A0176,MAA,DEL,IndiGo,2026-10-05,2026-09-05,23:03,T+30,Economy,5396,1181,290,6867,AVAILABLE,Sample Data,2026-09-05 23:03
A0177,BOM,BLR,SpiceJet,2026-09-20,2026-09-05,04:42,T+15,Economy,5380,606,197,6183,AVAILABLE,Sample Data,2026-09-05 04:42
A0178,DEL,CCU,Air India,2026-09-06,2026-09-05,08:36,T+1,Economy,5368,1069,144,6581,AVAILABLE,Sample Data,2026-09-05 08:36
A0179,DEL,BLR,Akasa Air,2026-10-20,2026-09-05,17:01,T+45,Economy,8786,1136,207,10129,AVAILABLE,Sample Data,2026-09-05 17:01
A0180,BLR,HYD,Air India Express,2026-09-06,2026-09-05,10:22,T+1,Economy,3977,779,229,4985,AVAILABLE,Sample Data,2026-09-05 10:22
A0181,DEL,BOM,Air India,2026-09-12,2026-09-05,23:40,T+7,Economy,7139,1173,152,8464,AVAILABLE,Sample Data,2026-09-05 23:40
A0182,DEL,BOM,IndiGo,2026-10-20,2026-09-05,05:23,T+45,Economy,4262,885,157,5304,AVAILABLE,Sample Data,2026-09-05 05:23
A0183,BOM,BLR,Air India Express,2026-10-20,2026-09-05,05:48,T+45,Economy,7384,586,276,8246,AVAILABLE,Sample Data,2026-09-05 05:48
A0184,BLR,HYD,IndiGo,2026-09-06,2026-09-05,19:28,T+1,Economy,4729,953,219,5901,AVAILABLE,Sample Data,2026-09-05 19:28
A0185,DEL,CCU,Air India Express,2026-09-12,2026-09-05,03:18,T+7,Economy,8684,1024,79,9787,AVAILABLE,Sample Data,2026-09-05 03:18
A0186,MAA,DEL,SpiceJet,2026-10-05,2026-09-05,12:38,T+30,Economy,6816,1183,128,8127,AVAILABLE,Sample Data,2026-09-05 12:38
A0187,DEL,BOM,IndiGo,2026-09-12,2026-09-05,08:18,T+7,Economy,4969,716,246,5931,AVAILABLE,Sample Data,2026-09-05 08:18
A0188,BOM,BLR,IndiGo,2026-09-06,2026-09-05,17:45,T+1,Economy,6574,940,94,7608,AVAILABLE,Sample Data,2026-09-05 17:45
A0189,DEL,BLR,SpiceJet,2026-10-20,2026-09-05,23:02,T+45,Economy,7972,862,68,8902,AVAILABLE,Sample Data,2026-09-05 23:02
A0190,DEL,CCU,IndiGo,2026-10-05,2026-09-05,12:45,T+30,Economy,3137,820,197,4154,AVAILABLE,Sample Data,2026-09-05 12:45
A0191,MAA,DEL,Akasa Air,2026-09-20,2026-09-05,05:51,T+15,Economy,3443,914,55,4412,SOLD_OUT,Sample Data,2026-09-05 05:51
A0192,BLR,HYD,Akasa Air,2026-09-20,2026-09-05,13:37,T+15,Economy,3221,947,266,4434,AVAILABLE,Sample Data,2026-09-05 13:37
A0193,DEL,CCU,SpiceJet,2026-09-06,2026-09-05,10:49,T+1,Economy,5742,817,240,6799,AVAILABLE,Sample Data,2026-09-05 10:49
A0194,DEL,BLR,IndiGo,2026-10-20,2026-09-05,11:22,T+45,Economy,7687,616,185,8488,AVAILABLE,Sample Data,2026-09-05 11:22
A0195,MAA,DEL,Air India,2026-09-12,2026-09-05,19:09,T+7,Economy,3342,649,115,4106,AVAILABLE,Sample Data,2026-09-05 19:09
A0196,MAA,DEL,IndiGo,2026-09-12,2026-09-05,18:48,T+7,Economy,8831,1143,176,10150,AVAILABLE,Sample Data,2026-09-05 18:48
A0197,BLR,HYD,Akasa Air,2026-10-20,2026-09-05,20:20,T+45,Economy,7767,1150,209,9126,AVAILABLE,Sample Data,2026-09-05 20:20
A0198,DEL,BLR,Akasa Air,2026-09-06,2026-09-05,08:37,T+1,Economy,6341,952,211,7504,AVAILABLE,Sample Data,2026-09-05 08:37
A0199,DEL,BOM,Air India Express,2026-10-20,2026-09-05,01:23,T+45,Economy,3107,817,168,4092,AVAILABLE,Sample Data,2026-09-05 01:23
A0200,BOM,BLR,IndiGo,2026-09-06,2026-09-05,18:35,T+1,Economy,7538,1108,179,8825,AVAILABLE,Sample Data,2026-09-05 18:35
A0201,MAA,DEL,IndiGo,2026-10-05,2026-09-05,15:32,T+30,Economy,7183,1167,98,8448,AVAILABLE,Sample Data,2026-09-05 15:32
A0202,DEL,BLR,IndiGo,2026-10-05,2026-09-05,20:11,T+30,Economy,3347,851,232,4430,AVAILABLE,Sample Data,2026-09-05 20:11
A0203,DEL,BOM,Air India,2026-10-05,2026-09-05,11:23,T+30,Economy,6099,1036,183,7318,AVAILABLE,Sample Data,2026-09-05 11:23
A0204,BOM,BLR,Akasa Air,2026-10-05,2026-09-05,20:41,T+30,Economy,8844,846,223,9913,AVAILABLE,Sample Data,2026-09-05 20:41
A0205,BOM,BLR,IndiGo,2026-09-20,2026-09-05,08:46,T+15,Economy,3274,1071,223,4568,AVAILABLE,Sample Data,2026-09-05 08:46
A0206,MAA,DEL,SpiceJet,2026-09-12,2026-09-05,11:19,T+7,Economy,5230,583,199,6012,AVAILABLE,Sample Data,2026-09-05 11:19
A0207,MAA,DEL,Akasa Air,2026-09-12,2026-09-05,20:50,T+7,Economy,7374,586,129,8089,AVAILABLE,Sample Data,2026-09-05 20:50
A0208,BOM,BLR,Air India,2026-10-20,2026-09-05,11:01,T+45,Economy,3265,1161,221,4647,AVAILABLE,Sample Data,2026-09-05 11:01
A0209,BOM,BLR,Air India Express,2026-09-12,2026-09-05,06:14,T+7,Economy,4254,849,292,5395,AVAILABLE,Sample Data,2026-09-05 06:14
A0210,DEL,BLR,Air India,2026-09-06,2026-09-05,23:56,T+1,Economy,4923,603,179,5705,AVAILABLE,Sample Data,2026-09-05 23:56
A0211,BLR,HYD,IndiGo,2026-09-20,2026-09-05,04:10,T+15,Economy,8777,1132,83,9992,AVAILABLE,Sample Data,2026-09-05 04:10
A0212,DEL,BLR,SpiceJet,2026-09-12,2026-09-05,21:46,T+7,Economy,8407,948,61,9416,AVAILABLE,Sample Data,2026-09-05 21:46
A0213,DEL,BLR,Akasa Air,2026-10-20,2026-09-05,09:51,T+45,Economy,4834,959,109,5902,AVAILABLE,Sample Data,2026-09-05 09:51
A0214,DEL,CCU,Air India,2026-09-20,2026-09-05,09:49,T+15,Economy,8056,1084,162,9302,AVAILABLE,Sample Data,2026-09-05 09:49
A0215,DEL,CCU,SpiceJet,2026-10-20,2026-09-05,19:08,T+45,Economy,5929,665,259,6853,AVAILABLE,Sample Data,2026-09-05 19:08
A0216,BOM,BLR,IndiGo,2026-10-05,2026-09-05,16:54,T+30,Economy,5540,1067,289,6896,AVAILABLE,Sample Data,2026-09-05 16:54
A0217,DEL,BOM,Air India Express,2026-09-06,2026-09-05,16:09,T+1,Economy,8751,664,119,9534,AVAILABLE,Sample Data,2026-09-05 16:09
A0218,DEL,CCU,IndiGo,2026-09-12,2026-09-05,01:25,T+7,Economy,6195,857,288,7340,AVAILABLE,Sample Data,2026-09-05 01:25
A0219,BLR,HYD,Air India Express,2026-09-12,2026-09-05,10:59,T+7,Economy,5663,583,145,6391,AVAILABLE,Sample Data,2026-09-05 10:59
A0220,DEL,BOM,Air India Express,2026-09-12,2026-09-05,15:44,T+7,Economy,3627,539,123,4289,SOLD_OUT,Sample Data,2026-09-05 15:44
A0221,DEL,BLR,Akasa Air,2026-10-05,2026-09-05,08:13,T+30,Economy,7540,505,281,8326,AVAILABLE,Sample Data,2026-09-05 08:13
A0222,DEL,BLR,SpiceJet,2026-10-20,2026-09-05,07:19,T+45,Economy,6823,933,78,7834,AVAILABLE,Sample Data,2026-09-05 07:19
A0223,DEL,BOM,IndiGo,2026-09-12,2026-09-05,02:07,T+7,Economy,5939,1154,253,7346,AVAILABLE,Sample Data,2026-09-05 02:07
A0224,DEL,CCU,SpiceJet,2026-10-20,2026-09-05,22:09,T+45,Economy,2634,1147,181,3962,AVAILABLE,Sample Data,2026-09-05 22:09
A0225,BOM,BLR,Akasa Air,2026-09-06,2026-09-05,05:42,T+1,Economy,7536,861,111,8508,AVAILABLE,Sample Data,2026-09-05 05:42
A0226,MAA,DEL,IndiGo,2026-10-20,2026-09-05,16:50,T+45,Economy,5454,569,294,6317,AVAILABLE,Sample Data,2026-09-05 16:50
A0227,BLR,HYD,SpiceJet,2026-09-06,2026-09-05,11:16,T+1,Economy,5698,981,61,6740,AVAILABLE,Sample Data,2026-09-05 11:16
A0228,MAA,DEL,IndiGo,2026-09-20,2026-09-05,21:40,T+15,Economy,8959,569,138,9666,AVAILABLE,Sample Data,2026-09-05 21:40
A0229,DEL,BOM,SpiceJet,2026-09-20,2026-09-05,20:11,T+15,Economy,3592,545,140,4277,AVAILABLE,Sample Data,2026-09-05 20:11
A0230,MAA,DEL,Akasa Air,2026-10-05,2026-09-05,22:49,T+30,Economy,7675,686,257,8618,AVAILABLE,Sample Data,2026-09-05 22:49
A0231,DEL,CCU,IndiGo,2026-09-20,2026-09-05,01:20,T+15,Economy,4151,544,252,4947,AVAILABLE,Sample Data,2026-09-05 01:20
A0232,BOM,BLR,SpiceJet,2026-10-05,2026-09-05,20:12,T+30,Economy,6948,984,114,8046,AVAILABLE,Sample Data,2026-09-05 20:12
A0233,BOM,BLR,Air India Express,2026-09-06,2026-09-05,11:27,T+1,Economy,7871,839,119,8829,AVAILABLE,Sample Data,2026-09-05 11:27
A0234,DEL,CCU,Akasa Air,2026-10-05,2026-09-05,11:59,T+30,Economy,5277,691,177,6145,AVAILABLE,Sample Data,2026-09-05 11:59
A0235,BLR,HYD,Air India Express,2026-09-06,2026-09-05,05:34,T+1,Economy,8456,934,70,9460,AVAILABLE,Sample Data,2026-09-05 05:34
A0236,BOM,BLR,Air India Express,2026-09-06,2026-09-05,14:38,T+1,Economy,3155,835,219,4209,AVAILABLE,Sample Data,2026-09-05 14:38
A0237,MAA,DEL,Akasa Air,2026-09-12,2026-09-05,23:55,T+7,Economy,8150,954,139,9243,AVAILABLE,Sample Data,2026-09-05 23:55
A0238,BOM,BLR,SpiceJet,2026-10-05,2026-09-05,01:04,T+30,Economy,4749,1154,300,6203,AVAILABLE,Sample Data,2026-09-05 01:04
A0239,MAA,DEL,Akasa Air,2026-09-20,2026-09-05,04:54,T+15,Economy,6703,1195,90,7988,SOLD_OUT,Sample Data,2026-09-05 04:54
A0240,BLR,HYD,Akasa Air,2026-09-06,2026-09-05,11:23,T+1,Economy,3534,568,110,4212,AVAILABLE,Sample Data,2026-09-05 11:23
A0241,DEL,CCU,SpiceJet,2026-09-06,2026-09-05,11:23,T+1,Economy,7456,657,223,8336,AVAILABLE,Sample Data,2026-09-05 11:23
A0242,DEL,CCU,IndiGo,2026-10-20,2026-09-05,20:17,T+45,Economy,3627,1042,143,4812,AVAILABLE,Sample Data,2026-09-05 20:17
A0243,DEL,BLR,IndiGo,2026-09-06,2026-09-05,17:07,T+1,Economy,8526,690,177,9393,AVAILABLE,Sample Data,2026-09-05 17:07
A0244,BOM,BLR,Air India Express,2026-10-05,2026-09-05,15:12,T+30,Economy,4257,1126,123,5506,AVAILABLE,Sample Data,2026-09-05 15:12
A0245,DEL,BOM,Air India,2026-09-06,2026-09-05,02:51,T+1,Economy,6203,676,280,7159,AVAILABLE,Sample Data,2026-09-05 02:51
A0246,MAA,DEL,Air India Express,2026-09-20,2026-09-05,09:54,T+15,Economy,8312,566,190,9068,AVAILABLE,Sample Data,2026-09-05 09:54
A0247,DEL,BLR,Air India,2026-09-20,2026-09-05,04:15,T+15,Economy,6667,729,81,7477,MISSING,Sample Data,2026-09-05 04:15
A0248,DEL,CCU,IndiGo,2026-09-20,2026-09-05,17:08,T+15,Economy,7038,1086,144,8268,AVAILABLE,Sample Data,2026-09-05 17:08
A0249,BLR,HYD,IndiGo,2026-09-06,2026-09-05,16:26,T+1,Economy,5033,907,233,6173,AVAILABLE,Sample Data,2026-09-05 16:26
A0250,DEL,CCU,SpiceJet,2026-09-06,2026-09-05,14:43,T+1,Economy,3526,824,214,4564,AVAILABLE,Sample Data,2026-09-05 14:43
A0251,BLR,HYD,Air India Express,2026-09-12,2026-09-05,04:27,T+7,Economy,8891,1064,213,10168,AVAILABLE,Sample Data,2026-09-05 04:27
A0252,BLR,HYD,IndiGo,2026-09-06,2026-09-05,10:59,T+1,Economy,6744,656,127,7527,AVAILABLE,Sample Data,2026-09-05 10:59
A0253,MAA,DEL,Air India,2026-09-20,2026-09-05,06:40,T+15,Economy,6750,790,266,7806,AVAILABLE,Sample Data,2026-09-05 06:40
A0254,BLR,HYD,Air India Express,2026-09-12,2026-09-05,16:41,T+7,Economy,7620,810,207,8637,AVAILABLE,Sample Data,2026-09-05 16:41
A0255,DEL,BLR,SpiceJet,2026-10-20,2026-09-05,19:21,T+45,Economy,3763,675,218,4656,AVAILABLE,Sample Data,2026-09-05 19:21
A0256,BLR,HYD,IndiGo,2026-09-06,2026-09-05,18:16,T+1,Economy,3165,546,292,4003,AVAILABLE,Sample Data,2026-09-05 18:16
A0257,MAA,DEL,Air India,2026-10-20,2026-09-05,20:34,T+45,Economy,5912,1132,213,7257,AVAILABLE,Sample Data,2026-09-05 20:34
A0258,BOM,BLR,Air India Express,2026-10-05,2026-09-05,22:03,T+30,Economy,4506,915,126,5547,AVAILABLE,Sample Data,2026-09-05 22:03
A0259,DEL,BLR,Akasa Air,2026-10-05,2026-09-05,04:20,T+30,Economy,6466,975,102,7543,AVAILABLE,Sample Data,2026-09-05 04:20
A0260,MAA,DEL,Air India Express,2026-09-20,2026-09-05,17:06,T+15,Economy,5766,633,244,6643,AVAILABLE,Sample Data,2026-09-05 17:06
A0261,BOM,BLR,Air India,2026-10-05,2026-09-05,03:03,T+30,Economy,3503,773,165,4441,AVAILABLE,Sample Data,2026-09-05 03:03
A0262,BOM,BLR,Akasa Air,2026-10-20,2026-09-05,05:52,T+45,Economy,5925,754,296,6975,AVAILABLE,Sample Data,2026-09-05 05:52
A0263,BOM,BLR,SpiceJet,2026-09-20,2026-09-05,14:31,T+15,Economy,4055,663,177,4895,MISSING,Sample Data,2026-09-05 14:31
A0264,BOM,BLR,Akasa Air,2026-09-06,2026-09-05,07:13,T+1,Economy,3237,902,179,4318,AVAILABLE,Sample Data,2026-09-05 07:13
A0265,BLR,HYD,Air India Express,2026-09-06,2026-09-05,20:43,T+1,Economy,2914,788,176,3878,AVAILABLE,Sample Data,2026-09-05 20:43
A0266,DEL,CCU,Air India Express,2026-10-20,2026-09-05,08:46,T+45,Economy,2566,610,160,3336,AVAILABLE,Sample Data,2026-09-05 08:46
A0267,BOM,BLR,Akasa Air,2026-09-20,2026-09-05,06:23,T+15,Economy,2870,910,63,3843,AVAILABLE,Sample Data,2026-09-05 06:23
A0268,BLR,HYD,Air India Express,2026-09-06,2026-09-05,08:52,T+1,Economy,5664,1016,165,6845,AVAILABLE,Sample Data,2026-09-05 08:52
A0269,BLR,HYD,SpiceJet,2026-09-06,2026-09-05,10:35,T+1,Economy,3554,599,150,4303,AVAILABLE,Sample Data,2026-09-05 10:35
A0270,BOM,BLR,Air India,2026-09-12,2026-09-05,01:02,T+7,Economy,7435,1021,152,8608,AVAILABLE,Sample Data,2026-09-05 01:02
A0271,DEL,BLR,Air India Express,2026-10-05,2026-09-05,16:08,T+30,Economy,6754,967,88,7809,AVAILABLE,Sample Data,2026-09-05 16:08
A0272,BOM,BLR,SpiceJet,2026-09-20,2026-09-05,09:37,T+15,Economy,3831,902,207,4940,AVAILABLE,Sample Data,2026-09-05 09:37
A0273,BOM,BLR,SpiceJet,2026-10-20,2026-09-05,15:52,T+45,Economy,6860,1001,231,8092,AVAILABLE,Sample Data,2026-09-05 15:52
A0274,DEL,BOM,Air India Express,2026-09-20,2026-09-05,09:50,T+15,Economy,8019,612,300,8931,AVAILABLE,Sample Data,2026-09-05 09:50
A0275,MAA,DEL,IndiGo,2026-10-20,2026-09-05,18:36,T+45,Economy,6387,771,297,7455,AVAILABLE,Sample Data,2026-09-05 18:36
A0276,DEL,BLR,IndiGo,2026-10-20,2026-09-05,19:49,T+45,Economy,6435,674,184,7293,AVAILABLE,Sample Data,2026-09-05 19:49
A0277,DEL,CCU,Air India,2026-09-12,2026-09-05,06:01,T+7,Economy,2758,1086,292,4136,AVAILABLE,Sample Data,2026-09-05 06:01
A0278,DEL,CCU,Air India Express,2026-10-05,2026-09-05,16:49,T+30,Economy,3740,922,226,4888,AVAILABLE,Sample Data,2026-09-05 16:49
A0279,BLR,HYD,Akasa Air,2026-09-06,2026-09-05,10:42,T+1,Economy,8281,641,182,9104,AVAILABLE,Sample Data,2026-09-05 10:42
A0280,DEL,CCU,SpiceJet,2026-10-05,2026-09-05,10:34,T+30,Economy,5070,677,167,5914,SOLD_OUT,Sample Data,2026-09-05 10:34
A0281,BOM,BLR,Air India Express,2026-10-20,2026-09-05,17:19,T+45,Economy,6466,696,295,7457,AVAILABLE,Sample Data,2026-09-05 17:19
A0282,DEL,BLR,Air India Express,2026-09-20,2026-09-05,10:30,T+15,Economy,8274,712,226,9212,AVAILABLE,Sample Data,2026-09-05 10:30
A0283,BOM,BLR,SpiceJet,2026-09-20,2026-09-05,12:57,T+15,Economy,4857,624,196,5677,AVAILABLE,Sample Data,2026-09-05 12:57
A0284,DEL,CCU,Air India Express,2026-09-12,2026-09-05,02:22,T+7,Economy,4879,543,123,5545,SOLD_OUT,Sample Data,2026-09-05 02:22
A0285,DEL,CCU,Air India Express,2026-10-05,2026-09-05,17:44,T+30,Economy,4252,706,261,5219,AVAILABLE,Sample Data,2026-09-05 17:44
A0286,BOM,BLR,Air India,2026-09-06,2026-09-05,21:57,T+1,Economy,7543,1100,111,8754,AVAILABLE,Sample Data,2026-09-05 21:57
A0287,BLR,HYD,Air India,2026-09-12,2026-09-05,15:06,T+7,Economy,2930,602,155,3687,AVAILABLE,Sample Data,2026-09-05 15:06
A0288,MAA,DEL,Air India,2026-09-06,2026-09-05,15:30,T+1,Economy,7008,661,154,7823,AVAILABLE,Sample Data,2026-09-05 15:30
A0289,MAA,DEL,Air India,2026-09-20,2026-09-05,02:41,T+15,Economy,5131,792,215,6138,AVAILABLE,Sample Data,2026-09-05 02:41
A0290,BLR,HYD,Air India,2026-10-20,2026-09-05,13:56,T+45,Economy,8551,538,283,9372,SOLD_OUT,Sample Data,2026-09-05 13:56
A0291,DEL,BLR,IndiGo,2026-10-05,2026-09-05,09:56,T+30,Economy,8954,1007,97,10058,SOLD_OUT,Sample Data,2026-09-05 09:56
A0292,DEL,BOM,IndiGo,2026-09-20,2026-09-05,10:18,T+15,Economy,7152,1117,77,8346,SOLD_OUT,Sample Data,2026-09-05 10:18
A0293,DEL,CCU,SpiceJet,2026-10-20,2026-09-05,08:12,T+45,Economy,6546,637,267,7450,AVAILABLE,Sample Data,2026-09-05 08:12
A0294,DEL,BOM,Air India Express,2026-09-12,2026-09-05,05:00,T+7,Economy,8489,969,215,9673,AVAILABLE,Sample Data,2026-09-05 05:00
A0295,MAA,DEL,Air India Express,2026-09-20,2026-09-05,19:54,T+15,Economy,7151,1190,243,8584,AVAILABLE,Sample Data,2026-09-05 19:54
A0296,MAA,DEL,Akasa Air,2026-10-05,2026-09-05,03:11,T+30,Economy,6721,835,72,7628,AVAILABLE,Sample Data,2026-09-05 03:11
A0297,DEL,BLR,Akasa Air,2026-09-20,2026-09-05,14:48,T+15,Economy,4532,506,116,5154,AVAILABLE,Sample Data,2026-09-05 14:48
A0298,BOM,BLR,Air India Express,2026-09-20,2026-09-05,11:44,T+15,Economy,7271,1086,52,8409,AVAILABLE,Sample Data,2026-09-05 11:44
A0299,DEL,BLR,IndiGo,2026-09-06,2026-09-05,16:59,T+1,Economy,6312,814,90,7216,AVAILABLE,Sample Data,2026-09-05 16:59
A0300,MAA,DEL,Air India Express,2026-09-06,2026-09-05,07:08,T+1,Economy,7732,802,144,8678,AVAILABLE,Sample Data,2026-09-05 07:08
A0301,DEL,CCU,Air India,2026-10-05,2026-09-05,17:58,T+30,Economy,8625,1120,145,9890,AVAILABLE,Sample Data,2026-09-05 17:58
A0302,DEL,CCU,SpiceJet,2026-09-12,2026-09-05,02:33,T+7,Economy,8741,753,224,9718,AVAILABLE,Sample Data,2026-09-05 02:33
A0303,DEL,CCU,SpiceJet,2026-09-20,2026-09-05,17:57,T+15,Economy,3139,1077,78,4294,AVAILABLE,Sample Data,2026-09-05 17:57
A0304,BLR,HYD,Air India,2026-10-20,2026-09-05,16:28,T+45,Economy,6896,653,92,7641,AVAILABLE,Sample Data,2026-09-05 16:28
A0305,DEL,BOM,Air India,2026-10-20,2026-09-05,01:29,T+45,Economy,6504,593,280,7377,AVAILABLE,Sample Data,2026-09-05 01:29
A0306,DEL,BLR,SpiceJet,2026-10-05,2026-09-05,21:51,T+30,Economy,6242,1077,64,7383,AVAILABLE,Sample Data,2026-09-05 21:51
A0307,BOM,BLR,IndiGo,2026-10-05,2026-09-05,02:02,T+30,Economy,4584,503,240,5327,AVAILABLE,Sample Data,2026-09-05 02:02
A0308,DEL,CCU,Air India Express,2026-09-06,2026-09-05,15:02,T+1,Economy,6933,561,289,7783,AVAILABLE,Sample Data,2026-09-05 15:02
A0309,BOM,BLR,Akasa Air,2026-09-12,2026-09-05,23:41,T+7,Economy,8799,638,246,9683,AVAILABLE,Sample Data,2026-09-05 23:41
A0310,DEL,CCU,Air India Express,2026-10-05,2026-09-05,21:55,T+30,Economy,6174,886,146,7206,AVAILABLE,Sample Data,2026-09-05 21:55
A0311,BLR,HYD,Air India,2026-09-20,2026-09-05,04:46,T+15,Economy,3471,682,187,4340,AVAILABLE,Sample Data,2026-09-05 04:46
A0312,DEL,BLR,IndiGo,2026-09-06,2026-09-05,13:34,T+1,Economy,4944,974,222,6140,AVAILABLE,Sample Data,2026-09-05 13:34
A0313,DEL,CCU,Air India,2026-09-12,2026-09-05,23:48,T+7,Economy,6273,854,89,7216,AVAILABLE,Sample Data,2026-09-05 23:48
A0314,DEL,BOM,IndiGo,2026-10-05,2026-09-05,03:38,T+30,Economy,7537,516,111,8164,AVAILABLE,Sample Data,2026-09-05 03:38
A0315,DEL,BOM,Akasa Air,2026-10-20,2026-09-05,12:28,T+45,Economy,8005,549,112,8666,AVAILABLE,Sample Data,2026-09-05 12:28
A0316,DEL,BLR,SpiceJet,2026-09-12,2026-09-05,09:14,T+7,Economy,8679,557,85,9321,AVAILABLE,Sample Data,2026-09-05 09:14
A0317,MAA,DEL,SpiceJet,2026-09-20,2026-09-05,10:15,T+15,Economy,7230,1112,247,8589,AVAILABLE,Sample Data,2026-09-05 10:15
A0318,BOM,BLR,Air India,2026-10-20,2026-09-05,17:37,T+45,Economy,4310,923,126,5359,AVAILABLE,Sample Data,2026-09-05 17:37
A0319,MAA,DEL,Air India,2026-10-05,2026-09-05,20:42,T+30,Economy,7053,1007,62,8122,MISSING,Sample Data,2026-09-05 20:42
A0320,DEL,CCU,SpiceJet,2026-09-20,2026-09-05,12:11,T+15,Economy,8204,926,154,9284,AVAILABLE,Sample Data,2026-09-05 12:11
A0321,BLR,HYD,Akasa Air,2026-09-12,2026-09-05,14:58,T+7,Economy,4346,807,269,5422,AVAILABLE,Sample Data,2026-09-05 14:58
A0322,DEL,BOM,SpiceJet,2026-10-05,2026-09-05,07:16,T+30,Economy,5912,1070,185,7167,AVAILABLE,Sample Data,2026-09-05 07:16
A0323,DEL,BLR,Air India Express,2026-09-06,2026-09-05,06:03,T+1,Economy,6184,879,73,7136,AVAILABLE,Sample Data,2026-09-05 06:03
A0324,BOM,BLR,Akasa Air,2026-10-20,2026-09-05,18:46,T+45,Economy,7439,540,273,8252,AVAILABLE,Sample Data,2026-09-05 18:46
A0325,MAA,DEL,SpiceJet,2026-09-12,2026-09-05,09:58,T+7,Economy,6427,713,272,7412,SOLD_OUT,Sample Data,2026-09-05 09:58
A0326,DEL,BOM,Air India,2026-09-12,2026-09-05,15:58,T+7,Economy,8574,620,241,9435,MISSING,Sample Data,2026-09-05 15:58
A0327,DEL,BLR,SpiceJet,2026-09-12,2026-09-05,09:24,T+7,Economy,5749,745,191,6685,AVAILABLE,Sample Data,2026-09-05 09:24
A0328,DEL,CCU,SpiceJet,2026-09-20,2026-09-05,15:29,T+15,Economy,5026,767,142,5935,AVAILABLE,Sample Data,2026-09-05 15:29
A0329,DEL,BOM,Akasa Air,2026-09-20,2026-09-05,18:55,T+15,Economy,4164,879,130,5173,AVAILABLE,Sample Data,2026-09-05 18:55
A0330,DEL,BLR,Air India,2026-09-06,2026-09-05,23:26,T+1,Economy,4636,1066,289,5991,AVAILABLE,Sample Data,2026-09-05 23:26
A0331,BOM,BLR,Air India,2026-09-12,2026-09-05,07:31,T+7,Economy,5202,735,147,6084,AVAILABLE,Sample Data,2026-09-05 07:31
A0332,BLR,HYD,Air India Express,2026-09-20,2026-09-05,23:31,T+15,Economy,8753,1000,297,10050,AVAILABLE,Sample Data,2026-09-05 23:31
A0333,DEL,CCU,Air India,2026-09-20,2026-09-05,05:58,T+15,Economy,3886,643,234,4763,AVAILABLE,Sample Data,2026-09-05 05:58
A0334,BLR,HYD,IndiGo,2026-10-20,2026-09-05,01:48,T+45,Economy,2777,576,291,3644,AVAILABLE,Sample Data,2026-09-05 01:48
A0335,DEL,BOM,Akasa Air,2026-09-12,2026-09-05,00:13,T+7,Economy,7666,736,67,8469,AVAILABLE,Sample Data,2026-09-05 00:13
A0336,BLR,HYD,Akasa Air,2026-09-20,2026-09-05,19:58,T+15,Economy,2995,1132,213,4340,AVAILABLE,Sample Data,2026-09-05 19:58
A0337,DEL,CCU,Akasa Air,2026-09-06,2026-09-05,00:33,T+1,Economy,2554,1044,191,3789,AVAILABLE,Sample Data,2026-09-05 00:33
A0338,MAA,DEL,Air India Express,2026-10-20,2026-09-05,21:27,T+45,Economy,4848,517,178,5543,AVAILABLE,Sample Data,2026-09-05 21:27
A0339,DEL,BLR,IndiGo,2026-09-06,2026-09-05,16:16,T+1,Economy,6795,652,111,7558,AVAILABLE,Sample Data,2026-09-05 16:16
A0340,BOM,BLR,Air India Express,2026-10-05,2026-09-05,18:15,T+30,Economy,3147,882,295,4324,AVAILABLE,Sample Data,2026-09-05 18:15
A0341,MAA,DEL,Air India,2026-09-20,2026-09-05,20:48,T+15,Economy,8103,582,217,8902,MISSING,Sample Data,2026-09-05 20:48
A0342,DEL,BOM,IndiGo,2026-10-05,2026-09-05,20:00,T+30,Economy,5606,886,191,6683,AVAILABLE,Sample Data,2026-09-05 20:00
A0343,MAA,DEL,Air India,2026-09-06,2026-09-05,18:54,T+1,Economy,6594,944,215,7753,AVAILABLE,Sample Data,2026-09-05 18:54
A0344,DEL,BOM,SpiceJet,2026-09-06,2026-09-05,18:30,T+1,Economy,4382,716,280,5378,AVAILABLE,Sample Data,2026-09-05 18:30
A0345,BOM,BLR,IndiGo,2026-09-06,2026-09-05,21:02,T+1,Economy,8106,787,280,9173,AVAILABLE,Sample Data,2026-09-05 21:02
A0346,DEL,BLR,Air India Express,2026-09-06,2026-09-05,22:52,T+1,Economy,4197,1101,86,5384,AVAILABLE,Sample Data,2026-09-05 22:52
A0347,DEL,CCU,IndiGo,2026-09-20,2026-09-05,12:43,T+15,Economy,3830,1077,111,5018,AVAILABLE,Sample Data,2026-09-05 12:43
A0348,BLR,HYD,Air India Express,2026-10-05,2026-09-05,23:05,T+30,Economy,8689,643,252,9584,MISSING,Sample Data,2026-09-05 23:05
A0349,BLR,HYD,Air India Express,2026-09-06,2026-09-05,10:38,T+1,Economy,3300,947,109,4356,AVAILABLE,Sample Data,2026-09-05 10:38
