SUMMARY
check,count
exact_duplicate_rows (all columns identical),0
true_duplicate_rows (same route+airline+travel_date+lead_time+fare_class+source+search_time),0
"intraday_repeat_groups (same route+airline+travel_date+lead_time+fare_class+source, different search_time — legitimate multiple daily fare checks)",482
unique_rows,18

ROW DETAIL
observation_id,route,airline,travel_date,lead_time,search_time,duplicate_flag
A0270,BOM-BLR,Air India,2026-09-12,T+7,01:02,INTRADAY_REPEAT_CHECK
A0271,DEL-BLR,Air India Express,2026-10-05,T+30,16:08,INTRADAY_REPEAT_CHECK
A0272,BOM-BLR,SpiceJet,2026-09-20,T+15,09:37,INTRADAY_REPEAT_CHECK
A0273,BOM-BLR,SpiceJet,2026-10-20,T+45,15:52,INTRADAY_REPEAT_CHECK
A0274,DEL-BOM,Air India Express,2026-09-20,T+15,09:50,INTRADAY_REPEAT_CHECK
A0275,MAA-DEL,IndiGo,2026-10-20,T+45,18:36,INTRADAY_REPEAT_CHECK
A0276,DEL-BLR,IndiGo,2026-10-20,T+45,19:49,INTRADAY_REPEAT_CHECK
A0277,DEL-CCU,Air India,2026-09-12,T+7,06:01,INTRADAY_REPEAT_CHECK
A0278,DEL-CCU,Air India Express,2026-10-05,T+30,16:49,INTRADAY_REPEAT_CHECK
A0279,BLR-HYD,Akasa Air,2026-09-06,T+1,10:42,INTRADAY_REPEAT_CHECK
A0280,DEL-CCU,SpiceJet,2026-10-05,T+30,10:34,INTRADAY_REPEAT_CHECK
A0281,BOM-BLR,Air India Express,2026-10-20,T+45,17:19,INTRADAY_REPEAT_CHECK
A0282,DEL-BLR,Air India Express,2026-09-20,T+15,10:30,INTRADAY_REPEAT_CHECK
A0283,BOM-BLR,SpiceJet,2026-09-20,T+15,12:57,INTRADAY_REPEAT_CHECK
A0284,DEL-CCU,Air India Express,2026-09-12,T+7,02:22,INTRADAY_REPEAT_CHECK
A0285,DEL-CCU,Air India Express,2026-10-05,T+30,17:44,INTRADAY_REPEAT_CHECK
A0286,BOM-BLR,Air India,2026-09-06,T+1,21:57,INTRADAY_REPEAT_CHECK
A0287,BLR-HYD,Air India,2026-09-12,T+7,15:06,INTRADAY_REPEAT_CHECK
A0288,MAA-DEL,Air India,2026-09-06,T+1,15:30,INTRADAY_REPEAT_CHECK
A0289,MAA-DEL,Air India,2026-09-20,T+15,02:41,INTRADAY_REPEAT_CHECK
A0290,BLR-HYD,Air India,2026-10-20,T+45,13:56,INTRADAY_REPEAT_CHECK
A0291,DEL-BLR,IndiGo,2026-10-05,T+30,09:56,INTRADAY_REPEAT_CHECK
A0292,DEL-BOM,IndiGo,2026-09-20,T+15,10:18,INTRADAY_REPEAT_CHECK
A0293,DEL-CCU,SpiceJet,2026-10-20,T+45,08:12,INTRADAY_REPEAT_CHECK
A0294,DEL-BOM,Air India Express,2026-09-12,T+7,05:00,INTRADAY_REPEAT_CHECK
A0295,MAA-DEL,Air India Express,2026-09-20,T+15,19:54,INTRADAY_REPEAT_CHECK
A0296,MAA-DEL,Akasa Air,2026-10-05,T+30,03:11,INTRADAY_REPEAT_CHECK
A0297,DEL-BLR,Akasa Air,2026-09-20,T+15,14:48,INTRADAY_REPEAT_CHECK
A0298,BOM-BLR,Air India Express,2026-09-20,T+15,11:44,INTRADAY_REPEAT_CHECK
A0299,DEL-BLR,IndiGo,2026-09-06,T+1,16:59,INTRADAY_REPEAT_CHECK
A0300,MAA-DEL,Air India Express,2026-09-06,T+1,07:08,INTRADAY_REPEAT_CHECK
A0301,DEL-CCU,Air India,2026-10-05,T+30,17:58,INTRADAY_REPEAT_CHECK
A0302,DEL-CCU,SpiceJet,2026-09-12,T+7,02:33,INTRADAY_REPEAT_CHECK
A0303,DEL-CCU,SpiceJet,2026-09-20,T+15,17:57,INTRADAY_REPEAT_CHECK
A0304,BLR-HYD,Air India,2026-10-20,T+45,16:28,INTRADAY_REPEAT_CHECK
A0305,DEL-BOM,Air India,2026-10-20,T+45,01:29,INTRADAY_REPEAT_CHECK
A0306,DEL-BLR,SpiceJet,2026-10-05,T+30,21:51,INTRADAY_REPEAT_CHECK
A0307,BOM-BLR,IndiGo,2026-10-05,T+30,02:02,INTRADAY_REPEAT_CHECK
A0308,DEL-CCU,Air India Express,2026-09-06,T+1,15:02,INTRADAY_REPEAT_CHECK
A0309,BOM-BLR,Akasa Air,2026-09-12,T+7,23:41,INTRADAY_REPEAT_CHECK
A0310,DEL-CCU,Air India Express,2026-10-05,T+30,21:55,INTRADAY_REPEAT_CHECK
A0311,BLR-HYD,Air India,2026-09-20,T+15,04:46,INTRADAY_REPEAT_CHECK
A0312,DEL-BLR,IndiGo,2026-09-06,T+1,13:34,INTRADAY_REPEAT_CHECK
A0313,DEL-CCU,Air India,2026-09-12,T+7,23:48,INTRADAY_REPEAT_CHECK
A0314,DEL-BOM,IndiGo,2026-10-05,T+30,03:38,INTRADAY_REPEAT_CHECK
A0315,DEL-BOM,Akasa Air,2026-10-20,T+45,12:28,INTRADAY_REPEAT_CHECK
A0316,DEL-BLR,SpiceJet,2026-09-12,T+7,09:14,INTRADAY_REPEAT_CHECK
A0317,MAA-DEL,SpiceJet,2026-09-20,T+15,10:15,INTRADAY_REPEAT_CHECK
A0318,BOM-BLR,Air India,2026-10-20,T+45,17:37,INTRADAY_REPEAT_CHECK
A0319,MAA-DEL,Air India,2026-10-05,T+30,20:42,INTRADAY_REPEAT_CHECK
A0320,DEL-CCU,SpiceJet,2026-09-20,T+15,12:11,INTRADAY_REPEAT_CHECK
A0321,BLR-HYD,Akasa Air,2026-09-12,T+7,14:58,INTRADAY_REPEAT_CHECK
A0322,DEL-BOM,SpiceJet,2026-10-05,T+30,07:16,INTRADAY_REPEAT_CHECK
A0323,DEL-BLR,Air India Express,2026-09-06,T+1,06:03,INTRADAY_REPEAT_CHECK
A0324,BOM-BLR,Akasa Air,2026-10-20,T+45,18:46,INTRADAY_REPEAT_CHECK
A0325,MAA-DEL,SpiceJet,2026-09-12,T+7,09:58,INTRADAY_REPEAT_CHECK
A0326,DEL-BOM,Air India,2026-09-12,T+7,15:58,INTRADAY_REPEAT_CHECK
A0327,DEL-BLR,SpiceJet,2026-09-12,T+7,09:24,INTRADAY_REPEAT_CHECK
A0328,DEL-CCU,SpiceJet,2026-09-20,T+15,15:29,INTRADAY_REPEAT_CHECK
A0329,DEL-BOM,Akasa Air,2026-09-20,T+15,18:55,INTRADAY_REPEAT_CHECK
A0330,DEL-BLR,Air India,2026-09-06,T+1,23:26,INTRADAY_REPEAT_CHECK
A0331,BOM-BLR,Air India,2026-09-12,T+7,07:31,INTRADAY_REPEAT_CHECK
A0332,BLR-HYD,Air India Express,2026-09-20,T+15,23:31,INTRADAY_REPEAT_CHECK
A0333,DEL-CCU,Air India,2026-09-20,T+15,05:58,INTRADAY_REPEAT_CHECK
A0334,BLR-HYD,IndiGo,2026-10-20,T+45,01:48,INTRADAY_REPEAT_CHECK
A0335,DEL-BOM,Akasa Air,2026-09-12,T+7,00:13,UNIQUE
A0336,BLR-HYD,Akasa Air,2026-09-20,T+15,19:58,INTRADAY_REPEAT_CHECK
A0337,DEL-CCU,Akasa Air,2026-09-06,T+1,00:33,INTRADAY_REPEAT_CHECK
A0338,MAA-DEL,Air India Express,2026-10-20,T+45,21:27,INTRADAY_REPEAT_CHECK
A0339,DEL-BLR,IndiGo,2026-09-06,T+1,16:16,INTRADAY_REPEAT_CHECK
A0340,BOM-BLR,Air India Express,2026-10-05,T+30,18:15,INTRADAY_REPEAT_CHECK
A0341,MAA-DEL,Air India,2026-09-20,T+15,20:48,INTRADAY_REPEAT_CHECK
A0342,DEL-BOM,IndiGo,2026-10-05,T+30,20:00,INTRADAY_REPEAT_CHECK
A0343,MAA-DEL,Air India,2026-09-06,T+1,18:54,INTRADAY_REPEAT_CHECK
A0344,DEL-BOM,SpiceJet,2026-09-06,T+1,18:30,INTRADAY_REPEAT_CHECK
A0345,BOM-BLR,IndiGo,2026-09-06,T+1,21:02,INTRADAY_REPEAT_CHECK
A0346,DEL-BLR,Air India Express,2026-09-06,T+1,22:52,INTRADAY_REPEAT_CHECK
A0347,DEL-CCU,IndiGo,2026-09-20,T+15,12:43,INTRADAY_REPEAT_CHECK
A0348,BLR-HYD,Air India Express,2026-10-05,T+30,23:05,INTRADAY_REPEAT_CHECK
A0349,BLR-HYD,Air India Express,2026-09-06,T+1,10:38,INTRADAY_REPEAT_CHECK
A0350,BLR-HYD,SpiceJet,2026-10-05,T+30,14:31,INTRADAY_REPEAT_CHECK
A0351,DEL-BLR,Air India Express,2026-10-20,T+45,21:24,INTRADAY_REPEAT_CHECK
A0352,DEL-BOM,SpiceJet,2026-09-20,T+15,12:45,INTRADAY_REPEAT_CHECK
A0353,MAA-DEL,Air India,2026-10-05,T+30,09:28,INTRADAY_REPEAT_CHECK
A0354,BOM-BLR,Air India Express,2026-09-06,T+1,17:35,INTRADAY_REPEAT_CHECK
A0355,BLR-HYD,Akasa Air,2026-09-06,T+1,19:38,INTRADAY_REPEAT_CHECK
A0356,BOM-BLR,Akasa Air,2026-09-06,T+1,23:57,INTRADAY_REPEAT_CHECK
A0357,BLR-HYD,Air India,2026-10-20,T+45,04:17,INTRADAY_REPEAT_CHECK
A0358,BOM-BLR,Air India Express,2026-10-05,T+30,13:19,INTRADAY_REPEAT_CHECK
A0359,DEL-CCU,IndiGo,2026-09-20,T+15,19:39,INTRADAY_REPEAT_CHECK
A0360,DEL-BLR,Akasa Air,2026-09-06,T+1,10:53,INTRADAY_REPEAT_CHECK
A0361,BLR-HYD,Akasa Air,2026-09-20,T+15,20:38,INTRADAY_REPEAT_CHECK
A0362,DEL-BLR,Air India Express,2026-09-20,T+15,12:20,INTRADAY_REPEAT_CHECK
A0363,BOM-BLR,Akasa Air,2026-10-20,T+45,12:23,INTRADAY_REPEAT_CHECK
A0364,DEL-BOM,SpiceJet,2026-09-12,T+7,17:01,INTRADAY_REPEAT_CHECK
A0365,MAA-DEL,Akasa Air,2026-09-12,T+7,13:43,INTRADAY_REPEAT_CHECK
A0366,DEL-CCU,Air India,2026-09-20,T+15,13:50,INTRADAY_REPEAT_CHECK
A0367,DEL-CCU,IndiGo,2026-10-05,T+30,16:59,INTRADAY_REPEAT_CHECK
A0368,MAA-DEL,Akasa Air,2026-10-20,T+45,17:38,INTRADAY_REPEAT_CHECK
A0369,MAA-DEL,IndiGo,2026-09-06,T+1,05:41,INTRADAY_REPEAT_CHECK
A0370,BLR-HYD,IndiGo,2026-10-20,T+45,10:50,INTRADAY_REPEAT_CHECK
A0371,DEL-CCU,IndiGo,2026-09-06,T+1,16:35,INTRADAY_REPEAT_CHECK
A0372,BLR-HYD,SpiceJet,2026-09-12,T+7,21:37,UNIQUE
A0373,MAA-DEL,SpiceJet,2026-09-12,T+7,13:58,INTRADAY_REPEAT_CHECK
A0374,DEL-BOM,IndiGo,2026-09-12,T+7,06:33,INTRADAY_REPEAT_CHECK
A0375,DEL-CCU,Air India Express,2026-10-05,T+30,10:04,INTRADAY_REPEAT_CHECK
A0376,BOM-BLR,IndiGo,2026-09-06,T+1,05:59,INTRADAY_REPEAT_CHECK
A0377,MAA-DEL,Air India,2026-10-20,T+45,13:29,INTRADAY_REPEAT_CHECK
A0378,DEL-BLR,Akasa Air,2026-09-12,T+7,00:47,INTRADAY_REPEAT_CHECK
A0379,BLR-HYD,Air India,2026-10-05,T+30,06:13,INTRADAY_REPEAT_CHECK
A0380,BOM-BLR,IndiGo,2026-10-20,T+45,06:29,INTRADAY_REPEAT_CHECK
A0381,DEL-BOM,Air India Express,2026-10-05,T+30,19:25,INTRADAY_REPEAT_CHECK
A0382,BLR-HYD,IndiGo,2026-09-20,T+15,21:45,INTRADAY_REPEAT_CHECK
A0383,BOM-BLR,SpiceJet,2026-10-20,T+45,07:19,INTRADAY_REPEAT_CHECK
A0384,DEL-BOM,Air India,2026-09-20,T+15,19:08,INTRADAY_REPEAT_CHECK
A0385,BLR-HYD,Akasa Air,2026-10-05,T+30,20:59,INTRADAY_REPEAT_CHECK
A0386,DEL-BLR,SpiceJet,2026-09-12,T+7,14:39,INTRADAY_REPEAT_CHECK
A0387,DEL-BOM,Air India Express,2026-09-06,T+1,17:32,INTRADAY_REPEAT_CHECK
A0388,MAA-DEL,Akasa Air,2026-10-05,T+30,14:31,INTRADAY_REPEAT_CHECK
A0389,DEL-BLR,IndiGo,2026-10-20,T+45,07:34,INTRADAY_REPEAT_CHECK
A0390,BOM-BLR,Air India,2026-10-05,T+30,18:07,INTRADAY_REPEAT_CHECK
A0391,BOM-BLR,SpiceJet,2026-09-20,T+15,17:13,INTRADAY_REPEAT_CHECK
A0392,DEL-CCU,IndiGo,2026-09-12,T+7,02:28,INTRADAY_REPEAT_CHECK
A0393,DEL-BOM,Air India,2026-09-12,T+7,22:39,INTRADAY_REPEAT_CHECK
A0394,MAA-DEL,Akasa Air,2026-09-12,T+7,06:51,INTRADAY_REPEAT_CHECK
A0395,DEL-BOM,SpiceJet,2026-09-20,T+15,10:45,INTRADAY_REPEAT_CHECK
A0396,BOM-BLR,Air India Express,2026-10-20,T+45,03:08,INTRADAY_REPEAT_CHECK
A0397,DEL-CCU,IndiGo,2026-09-20,T+15,07:09,INTRADAY_REPEAT_CHECK
A0398,MAA-DEL,Air India Express,2026-09-12,T+7,18:40,INTRADAY_REPEAT_CHECK
A0399,BOM-BLR,Akasa Air,2026-10-05,T+30,02:25,INTRADAY_REPEAT_CHECK
A0400,BLR-HYD,Air India Express,2026-09-20,T+15,23:05,INTRADAY_REPEAT_CHECK
A0401,MAA-DEL,Akasa Air,2026-09-20,T+15,13:52,INTRADAY_REPEAT_CHECK
A0402,DEL-BLR,Akasa Air,2026-09-20,T+15,04:36,INTRADAY_REPEAT_CHECK
A0403,DEL-CCU,Air India Express,2026-09-06,T+1,14:01,INTRADAY_REPEAT_CHECK
A0404,DEL-BOM,Air India,2026-10-05,T+30,22:58,INTRADAY_REPEAT_CHECK
A0405,DEL-BLR,Air India Express,2026-09-12,T+7,02:23,INTRADAY_REPEAT_CHECK
A0406,MAA-DEL,Air India,2026-09-06,T+1,07:27,INTRADAY_REPEAT_CHECK
A0407,MAA-DEL,IndiGo,2026-09-06,T+1,18:14,INTRADAY_REPEAT_CHECK
A0408,BLR-HYD,Akasa Air,2026-09-06,T+1,13:44,INTRADAY_REPEAT_CHECK
A0409,DEL-BLR,Akasa Air,2026-09-06,T+1,03:06,INTRADAY_REPEAT_CHECK
A0410,BOM-BLR,Air India Express,2026-09-20,T+15,04:41,INTRADAY_REPEAT_CHECK
A0411,MAA-DEL,Air India,2026-09-06,T+1,05:28,INTRADAY_REPEAT_CHECK
A0412,BOM-BLR,Air India,2026-09-12,T+7,06:05,INTRADAY_REPEAT_CHECK
A0413,DEL-BOM,Air India,2026-09-06,T+1,10:50,INTRADAY_REPEAT_CHECK
A0414,DEL-BLR,Air India,2026-09-20,T+15,19:46,INTRADAY_REPEAT_CHECK
A0415,BLR-HYD,Air India Express,2026-09-06,T+1,16:12,INTRADAY_REPEAT_CHECK
A0416,MAA-DEL,Akasa Air,2026-09-20,T+15,07:31,INTRADAY_REPEAT_CHECK
A0417,DEL-CCU,IndiGo,2026-09-12,T+7,00:23,INTRADAY_REPEAT_CHECK
A0418,BOM-BLR,Air India,2026-10-05,T+30,05:48,INTRADAY_REPEAT_CHECK
A0419,DEL-CCU,IndiGo,2026-09-06,T+1,01:59,INTRADAY_REPEAT_CHECK
A0420,DEL-BOM,Akasa Air,2026-10-20,T+45,13:27,INTRADAY_REPEAT_CHECK
A0421,MAA-DEL,Akasa Air,2026-09-06,T+1,08:05,INTRADAY_REPEAT_CHECK
A0422,BOM-BLR,IndiGo,2026-10-20,T+45,18:40,INTRADAY_REPEAT_CHECK
A0423,MAA-DEL,IndiGo,2026-09-20,T+15,07:03,INTRADAY_REPEAT_CHECK
A0424,DEL-BLR,IndiGo,2026-10-05,T+30,09:42,INTRADAY_REPEAT_CHECK
A0425,MAA-DEL,Air India,2026-09-06,T+1,15:22,INTRADAY_REPEAT_CHECK
A0426,BLR-HYD,SpiceJet,2026-09-20,T+15,08:46,UNIQUE
A0427,DEL-BOM,IndiGo,2026-09-20,T+15,22:36,INTRADAY_REPEAT_CHECK
A0428,MAA-DEL,IndiGo,2026-10-05,T+30,18:10,INTRADAY_REPEAT_CHECK
A0429,BOM-BLR,Air India,2026-09-20,T+15,23:07,INTRADAY_REPEAT_CHECK
A0430,DEL-BLR,SpiceJet,2026-09-06,T+1,11:24,UNIQUE
A0431,DEL-BLR,Air India,2026-09-06,T+1,07:26,INTRADAY_REPEAT_CHECK
A0432,MAA-DEL,Air India Express,2026-09-20,T+15,21:57,INTRADAY_REPEAT_CHECK
A0433,DEL-BOM,Air India,2026-09-12,T+7,14:55,INTRADAY_REPEAT_CHECK
A0434,BOM-BLR,Air India Express,2026-09-20,T+15,06:18,INTRADAY_REPEAT_CHECK
A0435,BLR-HYD,Air India Express,2026-10-20,T+45,15:49,INTRADAY_REPEAT_CHECK
A0436,DEL-BLR,SpiceJet,2026-09-12,T+7,07:34,INTRADAY_REPEAT_CHECK
A0437,BOM-BLR,IndiGo,2026-09-20,T+15,23:19,INTRADAY_REPEAT_CHECK
A0438,DEL-BOM,Air India,2026-10-20,T+45,04:45,INTRADAY_REPEAT_CHECK
A0439,BOM-BLR,IndiGo,2026-09-06,T+1,11:29,INTRADAY_REPEAT_CHECK
A0440,MAA-DEL,IndiGo,2026-10-20,T+45,12:04,INTRADAY_REPEAT_CHECK
A0441,BLR-HYD,SpiceJet,2026-09-06,T+1,09:16,INTRADAY_REPEAT_CHECK
A0442,BOM-BLR,Akasa Air,2026-09-20,T+15,06:08,INTRADAY_REPEAT_CHECK
A0443,BLR-HYD,IndiGo,2026-09-12,T+7,13:07,UNIQUE
A0444,BLR-HYD,Air India Express,2026-09-12,T+7,03:05,INTRADAY_REPEAT_CHECK
A0445,DEL-BLR,Air India Express,2026-10-20,T+45,04:05,INTRADAY_REPEAT_CHECK
A0446,MAA-DEL,Air India,2026-09-20,T+15,08:52,INTRADAY_REPEAT_CHECK
A0447,DEL-BLR,IndiGo,2026-10-05,T+30,03:29,INTRADAY_REPEAT_CHECK
A0448,DEL-BOM,Air India,2026-09-06,T+1,07:08,INTRADAY_REPEAT_CHECK
A0449,DEL-BLR,Akasa Air,2026-09-20,T+15,18:37,INTRADAY_REPEAT_CHECK
A0450,BOM-BLR,IndiGo,2026-09-06,T+1,04:05,INTRADAY_REPEAT_CHECK
A0451,BOM-BLR,IndiGo,2026-09-06,T+1,13:52,INTRADAY_REPEAT_CHECK
A0452,MAA-DEL,Akasa Air,2026-10-05,T+30,11:13,INTRADAY_REPEAT_CHECK
A0453,DEL-BLR,Air India Express,2026-09-20,T+15,19:15,INTRADAY_REPEAT_CHECK
A0454,MAA-DEL,Air India Express,2026-10-05,T+30,08:24,INTRADAY_REPEAT_CHECK
A0455,DEL-BLR,Akasa Air,2026-09-12,T+7,17:50,INTRADAY_REPEAT_CHECK
A0456,DEL-BOM,Akasa Air,2026-09-20,T+15,18:32,INTRADAY_REPEAT_CHECK
A0457,BOM-BLR,Akasa Air,2026-09-20,T+15,00:57,INTRADAY_REPEAT_CHECK
A0458,BOM-BLR,IndiGo,2026-10-05,T+30,07:10,INTRADAY_REPEAT_CHECK
A0459,DEL-BOM,Air India,2026-09-12,T+7,23:03,INTRADAY_REPEAT_CHECK
A0460,DEL-BLR,SpiceJet,2026-10-05,T+30,10:51,INTRADAY_REPEAT_CHECK
A0461,MAA-DEL,Air India Express,2026-10-20,T+45,04:36,INTRADAY_REPEAT_CHECK
A0462,DEL-BLR,Akasa Air,2026-10-20,T+45,01:14,INTRADAY_REPEAT_CHECK
A0463,BLR-HYD,Air India,2026-09-06,T+1,19:12,INTRADAY_REPEAT_CHECK
A0464,DEL-BLR,Air India Express,2026-09-12,T+7,22:58,INTRADAY_REPEAT_CHECK
A0465,DEL-BLR,IndiGo,2026-10-20,T+45,21:25,INTRADAY_REPEAT_CHECK
A0466,BLR-HYD,IndiGo,2026-09-20,T+15,23:27,INTRADAY_REPEAT_CHECK
A0467,MAA-DEL,Akasa Air,2026-09-20,T+15,19:50,INTRADAY_REPEAT_CHECK
A0468,BOM-BLR,Air India,2026-10-20,T+45,09:08,INTRADAY_REPEAT_CHECK
A0469,DEL-BLR,IndiGo,2026-10-20,T+45,10:58,INTRADAY_REPEAT_CHECK
A0470,BLR-HYD,Air India,2026-10-20,T+45,02:15,INTRADAY_REPEAT_CHECK
A0471,BOM-BLR,Air India Express,2026-09-12,T+7,20:46,INTRADAY_REPEAT_CHECK
A0472,BOM-BLR,Akasa Air,2026-09-06,T+1,11:16,INTRADAY_REPEAT_CHECK
A0473,DEL-BOM,IndiGo,2026-09-06,T+1,05:56,UNIQUE
A0474,DEL-CCU,Akasa Air,2026-10-05,T+30,15:50,INTRADAY_REPEAT_CHECK
A0475,BLR-HYD,Air India,2026-09-12,T+7,09:01,INTRADAY_REPEAT_CHECK
A0476,BOM-BLR,Air India Express,2026-09-06,T+1,05:46,INTRADAY_REPEAT_CHECK
A0477,DEL-BOM,SpiceJet,2026-09-06,T+1,22:01,INTRADAY_REPEAT_CHECK
A0478,DEL-CCU,Air India,2026-10-20,T+45,06:12,INTRADAY_REPEAT_CHECK
A0479,DEL-CCU,SpiceJet,2026-10-20,T+45,03:03,INTRADAY_REPEAT_CHECK
A0480,DEL-CCU,SpiceJet,2026-10-20,T+45,13:05,INTRADAY_REPEAT_CHECK
A0481,BOM-BLR,SpiceJet,2026-10-05,T+30,20:18,INTRADAY_REPEAT_CHECK
A0482,DEL-BOM,Akasa Air,2026-09-06,T+1,21:16,INTRADAY_REPEAT_CHECK
A0483,DEL-BOM,SpiceJet,2026-10-05,T+30,05:28,INTRADAY_REPEAT_CHECK
A0484,DEL-BOM,Air India Express,2026-10-05,T+30,18:03,INTRADAY_REPEAT_CHECK
A0485,DEL-BLR,IndiGo,2026-09-06,T+1,18:14,INTRADAY_REPEAT_CHECK
A0486,BLR-HYD,IndiGo,2026-10-05,T+30,15:36,INTRADAY_REPEAT_CHECK
A0487,DEL-BLR,Akasa Air,2026-09-20,T+15,01:32,INTRADAY_REPEAT_CHECK
A0488,BLR-HYD,SpiceJet,2026-10-20,T+45,14:11,INTRADAY_REPEAT_CHECK
A0489,DEL-BLR,Air India,2026-09-12,T+7,21:27,INTRADAY_REPEAT_CHECK
A0490,DEL-BLR,Air India,2026-10-20,T+45,02:05,INTRADAY_REPEAT_CHECK
A0491,DEL-CCU,SpiceJet,2026-10-05,T+30,14:58,INTRADAY_REPEAT_CHECK
A0492,DEL-BOM,SpiceJet,2026-10-20,T+45,04:36,UNIQUE
A0493,BLR-HYD,SpiceJet,2026-09-06,T+1,09:55,INTRADAY_REPEAT_CHECK
A0494,BLR-HYD,Air India Express,2026-10-05,T+30,19:30,INTRADAY_REPEAT_CHECK
A0495,DEL-BOM,Air India,2026-09-20,T+15,22:25,INTRADAY_REPEAT_CHECK
A0496,DEL-BOM,Akasa Air,2026-09-20,T+15,08:57,INTRADAY_REPEAT_CHECK
A0497,BOM-BLR,IndiGo,2026-09-20,T+15,22:43,INTRADAY_REPEAT_CHECK
A0498,DEL-BOM,Air India,2026-09-12,T+7,08:46,INTRADAY_REPEAT_CHECK
A0499,DEL-CCU,SpiceJet,2026-09-06,T+1,13:47,INTRADAY_REPEAT_CHECK
A0500,DEL-CCU,SpiceJet,2026-09-20,T+15,09:45,INTRADAY_REPEAT_CHECK
