observation_id,route,airline,total_fare,route_median_fare,fare_deviation_pct,availability,outlier_flag
A0313,DEL-CCU,Air India,7216,6581.5,9.64,AVAILABLE,NORMAL
A0314,DEL-BOM,IndiGo,8164,7207.0,13.28,AVAILABLE,NORMAL
A0315,DEL-BOM,Akasa Air,8666,7207.0,20.24,AVAILABLE,NORMAL
A0316,DEL-BLR,SpiceJet,9321,6927.0,34.56,AVAILABLE,NORMAL
A0317,MAA-DEL,SpiceJet,8589,7393.0,16.18,AVAILABLE,NORMAL
A0318,BOM-BLR,Air India,5359,6133.5,-12.63,AVAILABLE,NORMAL
A0319,MAA-DEL,Air India,8122,7393.0,9.86,MISSING,NORMAL
A0320,DEL-CCU,SpiceJet,9284,6581.5,41.06,AVAILABLE,NORMAL
A0321,BLR-HYD,Akasa Air,5422,6792.5,-20.18,AVAILABLE,NORMAL
A0322,DEL-BOM,SpiceJet,7167,7207.0,-0.56,AVAILABLE,NORMAL
A0323,DEL-BLR,Air India Express,7136,6927.0,3.02,AVAILABLE,NORMAL
A0324,BOM-BLR,Akasa Air,8252,6133.5,34.54,AVAILABLE,NORMAL
A0325,MAA-DEL,SpiceJet,7412,7393.0,0.26,SOLD_OUT,NORMAL
A0326,DEL-BOM,Air India,9435,7207.0,30.91,MISSING,NORMAL
A0327,DEL-BLR,SpiceJet,6685,6927.0,-3.49,AVAILABLE,NORMAL
A0328,DEL-CCU,SpiceJet,5935,6581.5,-9.82,AVAILABLE,NORMAL
A0329,DEL-BOM,Akasa Air,5173,7207.0,-28.22,AVAILABLE,NORMAL
A0330,DEL-BLR,Air India,5991,6927.0,-13.51,AVAILABLE,NORMAL
A0331,BOM-BLR,Air India,6084,6133.5,-0.81,AVAILABLE,NORMAL
A0332,BLR-HYD,Air India Express,10050,6792.5,47.96,AVAILABLE,NORMAL
A0333,DEL-CCU,Air India,4763,6581.5,-27.63,AVAILABLE,NORMAL
A0334,BLR-HYD,IndiGo,3644,6792.5,-46.35,AVAILABLE,NORMAL
A0335,DEL-BOM,Akasa Air,8469,7207.0,17.51,AVAILABLE,NORMAL
A0336,BLR-HYD,Akasa Air,4340,6792.5,-36.11,AVAILABLE,NORMAL
A0337,DEL-CCU,Akasa Air,3789,6581.5,-42.43,AVAILABLE,NORMAL
A0338,MAA-DEL,Air India Express,5543,7393.0,-25.02,AVAILABLE,NORMAL
A0339,DEL-BLR,IndiGo,7558,6927.0,9.11,AVAILABLE,NORMAL
A0340,BOM-BLR,Air India Express,4324,6133.5,-29.5,AVAILABLE,NORMAL
A0341,MAA-DEL,Air India,8902,7393.0,20.41,MISSING,NORMAL
A0342,DEL-BOM,IndiGo,6683,7207.0,-7.27,AVAILABLE,NORMAL
A0343,MAA-DEL,Air India,7753,7393.0,4.87,AVAILABLE,NORMAL
A0344,DEL-BOM,SpiceJet,5378,7207.0,-25.38,AVAILABLE,NORMAL
A0345,BOM-BLR,IndiGo,9173,6133.5,49.56,AVAILABLE,NORMAL
A0346,DEL-BLR,Air India Express,5384,6927.0,-22.28,AVAILABLE,NORMAL
A0347,DEL-CCU,IndiGo,5018,6581.5,-23.76,AVAILABLE,NORMAL
A0348,BLR-HYD,Air India Express,9584,6792.5,41.1,MISSING,NORMAL
A0349,BLR-HYD,Air India Express,4356,6792.5,-35.87,AVAILABLE,NORMAL
A0350,BLR-HYD,SpiceJet,9727,6792.5,43.2,AVAILABLE,NORMAL
A0351,DEL-BLR,Air India Express,6614,6927.0,-4.52,AVAILABLE,NORMAL
A0352,DEL-BOM,SpiceJet,5164,7207.0,-28.35,AVAILABLE,NORMAL
A0353,MAA-DEL,Air India,6040,7393.0,-18.3,AVAILABLE,NORMAL
A0354,BOM-BLR,Air India Express,4271,6133.5,-30.37,AVAILABLE,NORMAL
A0355,BLR-HYD,Akasa Air,3446,6792.5,-49.27,AVAILABLE,NORMAL
A0356,BOM-BLR,Akasa Air,5962,6133.5,-2.8,AVAILABLE,NORMAL
A0357,BLR-HYD,Air India,7666,6792.5,12.86,AVAILABLE,NORMAL
A0358,BOM-BLR,Air India Express,4351,6133.5,-29.06,AVAILABLE,NORMAL
A0359,DEL-CCU,IndiGo,5547,6581.5,-15.72,AVAILABLE,NORMAL
A0360,DEL-BLR,Akasa Air,4471,6927.0,-35.46,SOLD_OUT,NORMAL
A0361,BLR-HYD,Akasa Air,7108,6792.5,4.64,AVAILABLE,NORMAL
A0362,DEL-BLR,Air India Express,8318,6927.0,20.08,AVAILABLE,NORMAL
A0363,BOM-BLR,Akasa Air,9786,6133.5,59.55,AVAILABLE,NORMAL
A0364,DEL-BOM,SpiceJet,8505,7207.0,18.01,AVAILABLE,NORMAL
A0365,MAA-DEL,Akasa Air,7151,7393.0,-3.27,AVAILABLE,NORMAL
A0366,DEL-CCU,Air India,5458,6581.5,-17.07,AVAILABLE,NORMAL
A0367,DEL-CCU,IndiGo,8587,6581.5,30.47,AVAILABLE,NORMAL
A0368,MAA-DEL,Akasa Air,3898,7393.0,-47.27,AVAILABLE,NORMAL
A0369,MAA-DEL,IndiGo,9771,7393.0,32.17,AVAILABLE,NORMAL
A0370,BLR-HYD,IndiGo,9192,6792.5,35.33,AVAILABLE,NORMAL
A0371,DEL-CCU,IndiGo,4177,6581.5,-36.53,AVAILABLE,NORMAL
A0372,BLR-HYD,SpiceJet,7184,6792.5,5.76,AVAILABLE,NORMAL
A0373,MAA-DEL,SpiceJet,6023,7393.0,-18.53,AVAILABLE,NORMAL
A0374,DEL-BOM,IndiGo,6309,7207.0,-12.46,AVAILABLE,NORMAL
A0375,DEL-CCU,Air India Express,4481,6581.5,-31.92,AVAILABLE,NORMAL
A0376,BOM-BLR,IndiGo,3751,6133.5,-38.84,AVAILABLE,NORMAL
A0377,MAA-DEL,Air India,5084,7393.0,-31.23,AVAILABLE,NORMAL
A0378,DEL-BLR,Akasa Air,5399,6927.0,-22.06,AVAILABLE,NORMAL
A0379,BLR-HYD,Air India,8439,6792.5,24.24,AVAILABLE,NORMAL
A0380,BOM-BLR,IndiGo,4479,6133.5,-26.97,AVAILABLE,NORMAL
A0381,DEL-BOM,Air India Express,8107,7207.0,12.49,AVAILABLE,NORMAL
A0382,BLR-HYD,IndiGo,6559,6792.5,-3.44,AVAILABLE,NORMAL
A0383,BOM-BLR,SpiceJet,4466,6133.5,-27.19,AVAILABLE,NORMAL
A0384,DEL-BOM,Air India,9004,7207.0,24.93,AVAILABLE,NORMAL
A0385,BLR-HYD,Akasa Air,5231,6792.5,-22.99,AVAILABLE,NORMAL
A0386,DEL-BLR,SpiceJet,7391,6927.0,6.7,AVAILABLE,NORMAL
A0387,DEL-BOM,Air India Express,7207,7207.0,0.0,AVAILABLE,NORMAL
A0388,MAA-DEL,Akasa Air,9268,7393.0,25.36,AVAILABLE,NORMAL
A0389,DEL-BLR,IndiGo,3601,6927.0,-48.02,AVAILABLE,NORMAL
A0390,BOM-BLR,Air India,8330,6133.5,35.81,AVAILABLE,NORMAL
A0391,BOM-BLR,SpiceJet,7726,6133.5,25.96,AVAILABLE,NORMAL
A0392,DEL-CCU,IndiGo,5636,6581.5,-14.37,AVAILABLE,NORMAL
A0393,DEL-BOM,Air India,9870,7207.0,36.95,AVAILABLE,NORMAL
A0394,MAA-DEL,Akasa Air,8439,7393.0,14.15,AVAILABLE,NORMAL
A0395,DEL-BOM,SpiceJet,7849,7207.0,8.91,AVAILABLE,NORMAL
A0396,BOM-BLR,Air India Express,5996,6133.5,-2.24,AVAILABLE,NORMAL
A0397,DEL-CCU,IndiGo,8731,6581.5,32.66,AVAILABLE,NORMAL
A0398,MAA-DEL,Air India Express,10079,7393.0,36.33,AVAILABLE,NORMAL
A0399,BOM-BLR,Akasa Air,6991,6133.5,13.98,AVAILABLE,NORMAL
A0400,BLR-HYD,Air India Express,7356,6792.5,8.3,AVAILABLE,NORMAL
A0401,MAA-DEL,Akasa Air,4216,7393.0,-42.97,AVAILABLE,NORMAL
A0402,DEL-BLR,Akasa Air,6070,6927.0,-12.37,AVAILABLE,NORMAL
A0403,DEL-CCU,Air India Express,3687,6581.5,-43.98,AVAILABLE,NORMAL
A0404,DEL-BOM,Air India,7034,7207.0,-2.4,AVAILABLE,NORMAL
A0405,DEL-BLR,Air India Express,5556,6927.0,-19.79,AVAILABLE,NORMAL
A0406,MAA-DEL,Air India,7014,7393.0,-5.13,AVAILABLE,NORMAL
A0407,MAA-DEL,IndiGo,3398,7393.0,-54.04,AVAILABLE,NORMAL
A0408,BLR-HYD,Akasa Air,3676,6792.5,-45.88,AVAILABLE,NORMAL
A0409,DEL-BLR,Akasa Air,5339,6927.0,-22.92,AVAILABLE,NORMAL
A0410,BOM-BLR,Air India Express,4762,6133.5,-22.36,AVAILABLE,NORMAL
A0411,MAA-DEL,Air India,7973,7393.0,7.85,AVAILABLE,NORMAL
A0412,BOM-BLR,Air India,7227,6133.5,17.83,AVAILABLE,NORMAL
A0413,DEL-BOM,Air India,8361,7207.0,16.01,SOLD_OUT,NORMAL
A0414,DEL-BLR,Air India,8479,6927.0,22.41,AVAILABLE,NORMAL
A0415,BLR-HYD,Air India Express,8803,6792.5,29.6,AVAILABLE,NORMAL
A0416,MAA-DEL,Akasa Air,8598,7393.0,16.3,AVAILABLE,NORMAL
A0417,DEL-CCU,IndiGo,7947,6581.5,20.75,AVAILABLE,NORMAL
A0418,BOM-BLR,Air India,8229,6133.5,34.16,AVAILABLE,NORMAL
A0419,DEL-CCU,IndiGo,7933,6581.5,20.53,AVAILABLE,NORMAL
A0420,DEL-BOM,Akasa Air,6221,7207.0,-13.68,AVAILABLE,NORMAL
A0421,MAA-DEL,Akasa Air,8983,7393.0,21.51,AVAILABLE,NORMAL
A0422,BOM-BLR,IndiGo,5010,6133.5,-18.32,AVAILABLE,NORMAL
A0423,MAA-DEL,IndiGo,9406,7393.0,27.23,SOLD_OUT,NORMAL
A0424,DEL-BLR,IndiGo,4620,6927.0,-33.3,AVAILABLE,NORMAL
A0425,MAA-DEL,Air India,3472,7393.0,-53.04,AVAILABLE,NORMAL
A0426,BLR-HYD,SpiceJet,4829,6792.5,-28.91,AVAILABLE,NORMAL
A0427,DEL-BOM,IndiGo,6979,7207.0,-3.16,AVAILABLE,NORMAL
A0428,MAA-DEL,IndiGo,7393,7393.0,0.0,AVAILABLE,NORMAL
A0429,BOM-BLR,Air India,9718,6133.5,58.44,AVAILABLE,NORMAL
A0430,DEL-BLR,SpiceJet,3484,6927.0,-49.7,AVAILABLE,NORMAL
A0431,DEL-BLR,Air India,8357,6927.0,20.64,AVAILABLE,NORMAL
A0432,MAA-DEL,Air India Express,4368,7393.0,-40.92,AVAILABLE,NORMAL
A0433,DEL-BOM,Air India,7566,7207.0,4.98,AVAILABLE,NORMAL
A0434,BOM-BLR,Air India Express,4439,6133.5,-27.63,AVAILABLE,NORMAL
A0435,BLR-HYD,Air India Express,5606,6792.5,-17.47,AVAILABLE,NORMAL
A0436,DEL-BLR,SpiceJet,4527,6927.0,-34.65,AVAILABLE,NORMAL
A0437,BOM-BLR,IndiGo,3830,6133.5,-37.56,AVAILABLE,NORMAL
A0438,DEL-BOM,Air India,5555,7207.0,-22.92,SOLD_OUT,NORMAL
A0439,BOM-BLR,IndiGo,5583,6133.5,-8.98,AVAILABLE,NORMAL
A0440,MAA-DEL,IndiGo,4383,7393.0,-40.71,AVAILABLE,NORMAL
A0441,BLR-HYD,SpiceJet,7537,6792.5,10.96,AVAILABLE,NORMAL
A0442,BOM-BLR,Akasa Air,6187,6133.5,0.87,AVAILABLE,NORMAL
A0443,BLR-HYD,IndiGo,4198,6792.5,-38.2,AVAILABLE,NORMAL
A0444,BLR-HYD,Air India Express,7185,6792.5,5.78,AVAILABLE,NORMAL
A0445,DEL-BLR,Air India Express,3813,6927.0,-44.95,AVAILABLE,NORMAL
A0446,MAA-DEL,Air India,6833,7393.0,-7.57,AVAILABLE,NORMAL
A0447,DEL-BLR,IndiGo,7514,6927.0,8.47,AVAILABLE,NORMAL
A0448,DEL-BOM,Air India,3422,7207.0,-52.52,AVAILABLE,NORMAL
A0449,DEL-BLR,Akasa Air,9557,6927.0,37.97,AVAILABLE,NORMAL
A0450,BOM-BLR,IndiGo,4011,6133.5,-34.61,AVAILABLE,NORMAL
A0451,BOM-BLR,IndiGo,6920,6133.5,12.82,SOLD_OUT,NORMAL
A0452,MAA-DEL,Akasa Air,3856,7393.0,-47.84,AVAILABLE,NORMAL
A0453,DEL-BLR,Air India Express,6863,6927.0,-0.92,AVAILABLE,NORMAL
A0454,MAA-DEL,Air India Express,7110,7393.0,-3.83,AVAILABLE,NORMAL
A0455,DEL-BLR,Akasa Air,8915,6927.0,28.7,AVAILABLE,NORMAL
A0456,DEL-BOM,Akasa Air,7736,7207.0,7.34,AVAILABLE,NORMAL
A0457,BOM-BLR,Akasa Air,4630,6133.5,-24.51,AVAILABLE,NORMAL
A0458,BOM-BLR,IndiGo,7949,6133.5,29.6,AVAILABLE,NORMAL
A0459,DEL-BOM,Air India,5987,7207.0,-16.93,AVAILABLE,NORMAL
A0460,DEL-BLR,SpiceJet,6178,6927.0,-10.81,AVAILABLE,NORMAL
A0461,MAA-DEL,Air India Express,3883,7393.0,-47.48,AVAILABLE,NORMAL
A0462,DEL-BLR,Akasa Air,5885,6927.0,-15.04,AVAILABLE,NORMAL
A0463,BLR-HYD,Air India,7851,6792.5,15.58,AVAILABLE,NORMAL
A0464,DEL-BLR,Air India Express,5765,6927.0,-16.77,AVAILABLE,NORMAL
A0465,DEL-BLR,IndiGo,6208,6927.0,-10.38,AVAILABLE,NORMAL
A0466,BLR-HYD,IndiGo,5886,6792.5,-13.35,MISSING,NORMAL
A0467,MAA-DEL,Akasa Air,5229,7393.0,-29.27,AVAILABLE,NORMAL
A0468,BOM-BLR,Air India,4951,6133.5,-19.28,AVAILABLE,NORMAL
A0469,DEL-BLR,IndiGo,6846,6927.0,-1.17,AVAILABLE,NORMAL
A0470,BLR-HYD,Air India,4446,6792.5,-34.55,AVAILABLE,NORMAL
A0471,BOM-BLR,Air India Express,8561,6133.5,39.58,AVAILABLE,NORMAL
A0472,BOM-BLR,Akasa Air,5499,6133.5,-10.34,AVAILABLE,NORMAL
A0473,DEL-BOM,IndiGo,6846,7207.0,-5.01,AVAILABLE,NORMAL
A0474,DEL-CCU,Akasa Air,6582,6581.5,0.01,AVAILABLE,NORMAL
A0475,BLR-HYD,Air India,7025,6792.5,3.42,AVAILABLE,NORMAL
A0476,BOM-BLR,Air India Express,4050,6133.5,-33.97,AVAILABLE,NORMAL
A0477,DEL-BOM,SpiceJet,6583,7207.0,-8.66,AVAILABLE,NORMAL
A0478,DEL-CCU,Air India,6779,6581.5,3.0,AVAILABLE,NORMAL
A0479,DEL-CCU,SpiceJet,5971,6581.5,-9.28,AVAILABLE,NORMAL
A0480,DEL-CCU,SpiceJet,7241,6581.5,10.02,AVAILABLE,NORMAL
A0481,BOM-BLR,SpiceJet,4790,6133.5,-21.9,AVAILABLE,NORMAL
A0482,DEL-BOM,Akasa Air,6103,7207.0,-15.32,AVAILABLE,NORMAL
A0483,DEL-BOM,SpiceJet,5169,7207.0,-28.28,AVAILABLE,NORMAL
A0484,DEL-BOM,Air India Express,7185,7207.0,-0.31,AVAILABLE,NORMAL
A0485,DEL-BLR,IndiGo,9081,6927.0,31.1,AVAILABLE,NORMAL
A0486,BLR-HYD,IndiGo,8005,6792.5,17.85,AVAILABLE,NORMAL
A0487,DEL-BLR,Akasa Air,4331,6927.0,-37.48,AVAILABLE,NORMAL
A0488,BLR-HYD,SpiceJet,9272,6792.5,36.5,AVAILABLE,NORMAL
A0489,DEL-BLR,Air India,4234,6927.0,-38.88,AVAILABLE,NORMAL
A0490,DEL-BLR,Air India,5722,6927.0,-17.4,AVAILABLE,NORMAL
A0491,DEL-CCU,SpiceJet,8124,6581.5,23.44,AVAILABLE,NORMAL
A0492,DEL-BOM,SpiceJet,7787,7207.0,8.05,AVAILABLE,NORMAL
A0493,BLR-HYD,SpiceJet,4690,6792.5,-30.95,AVAILABLE,NORMAL
A0494,BLR-HYD,Air India Express,5772,6792.5,-15.02,AVAILABLE,NORMAL
A0495,DEL-BOM,Air India,6656,7207.0,-7.65,AVAILABLE,NORMAL
A0496,DEL-BOM,Akasa Air,8961,7207.0,24.34,AVAILABLE,NORMAL
A0497,BOM-BLR,IndiGo,5921,6133.5,-3.46,AVAILABLE,NORMAL
A0498,DEL-BOM,Air India,6162,7207.0,-14.5,AVAILABLE,NORMAL
A0499,DEL-CCU,SpiceJet,5095,6581.5,-22.59,SOLD_OUT,NORMAL
A0500,DEL-CCU,SpiceJet,4239,6581.5,-35.59,AVAILABLE,NORMAL
